split,target,reference,metric,mean_diff,ci95,lower95,target_better_seeds,seeds
articulated_coupling,causal_scene_flow_model_v5,rigid_scene_flow_cluster,risk_upper,-0.02446,0.00114,-0.02560,10,10
articulated_coupling,causal_scene_flow_model_v5,rigid_scene_flow_cluster,intervention_consistency,0.07463,0.00259,0.07205,10,10
articulated_coupling,causal_scene_flow_model_v5,temporal_difference_mask,mask_f1,0.25607,0.00501,0.25106,10,10
articulated_coupling,causal_scene_flow_model_v5,temporal_difference_mask,target_success,0.34844,0.03356,0.31487,10,10
articulated_coupling,causal_scene_flow_model_v5,temporal_difference_mask,causal_utility,0.43249,0.02886,0.40363,10,10
articulated_coupling,causal_scene_flow_model_v5,temporal_difference_mask,passive_false_attribution,-0.46228,0.01541,-0.47769,10,10
articulated_coupling,causal_scene_flow_model_v5,temporal_difference_mask,effect_error,-0.29802,0.02036,-0.31838,10,10
articulated_coupling,causal_scene_flow_model_v5,temporal_difference_mask,unsafe_contact,-0.12344,0.02680,-0.15023,10,10
articulated_coupling,causal_scene_flow_model_v5,temporal_difference_mask,risk_upper,-0.12513,0.00396,-0.12909,10,10
articulated_coupling,causal_scene_flow_model_v5,temporal_difference_mask,intervention_consistency,0.24849,0.00443,0.24406,10,10
articulated_coupling,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,mask_f1,-0.00154,0.00254,-0.00408,6,10
articulated_coupling,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,target_success,-0.00781,0.02711,-0.03492,3,10
articulated_coupling,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,causal_utility,0.01522,0.02155,-0.00633,5,10
articulated_coupling,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,passive_false_attribution,0.02765,0.00346,0.02419,0,10
articulated_coupling,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,effect_error,0.05092,0.00797,0.04295,0,10
articulated_coupling,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,unsafe_contact,-0.03750,0.02509,-0.06259,8,10
articulated_coupling,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,risk_upper,0.01966,0.00094,0.01872,0,10
articulated_coupling,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,intervention_consistency,0.11507,0.00198,0.11309,10,10
articulated_coupling,causal_scene_flow_model_v5,learned_correlation_classifier,mask_f1,-0.01588,0.00268,-0.01856,0,10
articulated_coupling,causal_scene_flow_model_v5,learned_correlation_classifier,target_success,-0.02187,0.04749,-0.06936,4,10
articulated_coupling,causal_scene_flow_model_v5,learned_correlation_classifier,causal_utility,-0.01141,0.03650,-0.04792,4,10
articulated_coupling,causal_scene_flow_model_v5,learned_correlation_classifier,passive_false_attribution,0.03334,0.00399,0.02935,0,10
articulated_coupling,causal_scene_flow_model_v5,learned_correlation_classifier,effect_error,0.06593,0.00596,0.05997,0,10
articulated_coupling,causal_scene_flow_model_v5,learned_correlation_classifier,unsafe_contact,-0.01719,0.02679,-0.04398,5,10
articulated_coupling,causal_scene_flow_model_v5,learned_correlation_classifier,risk_upper,0.02363,0.00120,0.02244,0,10
articulated_coupling,causal_scene_flow_model_v5,learned_correlation_classifier,intervention_consistency,0.06844,0.00134,0.06710,10,10
articulated_coupling,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,mask_f1,-0.01692,0.00185,-0.01877,0,10
articulated_coupling,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,target_success,-0.04531,0.04294,-0.08825,2,10
articulated_coupling,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,causal_utility,-0.03655,0.03202,-0.06857,3,10
articulated_coupling,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,passive_false_attribution,0.03132,0.00247,0.02886,0,10
articulated_coupling,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,effect_error,0.06199,0.00614,0.05586,0,10
articulated_coupling,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,unsafe_contact,0.00313,0.02615,-0.02302,5,10
articulated_coupling,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,risk_upper,-0.00413,0.00073,-0.00486,10,10
articulated_coupling,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,intervention_consistency,0.05400,0.00091,0.05309,10,10
articulated_coupling,causal_scene_flow_model_v5,contrastive_action_flow,mask_f1,-0.05029,0.00277,-0.05307,0,10
articulated_coupling,causal_scene_flow_model_v5,contrastive_action_flow,target_success,-0.09531,0.04069,-0.13601,0,10
articulated_coupling,causal_scene_flow_model_v5,contrastive_action_flow,causal_utility,-0.09012,0.02547,-0.11559,0,10
articulated_coupling,causal_scene_flow_model_v5,contrastive_action_flow,passive_false_attribution,0.09840,0.00370,0.09470,0,10
articulated_coupling,causal_scene_flow_model_v5,contrastive_action_flow,effect_error,0.13327,0.00740,0.12587,0,10
articulated_coupling,causal_scene_flow_model_v5,contrastive_action_flow,unsafe_contact,0.00625,0.01780,-0.01155,4,10
articulated_coupling,causal_scene_flow_model_v5,contrastive_action_flow,risk_upper,0.04568,0.00096,0.04472,0,10
articulated_coupling,causal_scene_flow_model_v5,contrastive_action_flow,intervention_consistency,0.05585,0.00108,0.05477,10,10
articulated_coupling,causal_scene_flow_model_v5,scene_flow_transformer_proxy,mask_f1,-0.00158,0.00320,-0.00477,4,10
articulated_coupling,causal_scene_flow_model_v5,scene_flow_transformer_proxy,target_success,-0.02969,0.05134,-0.08102,4,10
articulated_coupling,causal_scene_flow_model_v5,scene_flow_transformer_proxy,causal_utility,-0.00287,0.03540,-0.03827,6,10
articulated_coupling,causal_scene_flow_model_v5,scene_flow_transformer_proxy,passive_false_attribution,0.00292,0.00413,-0.00122,3,10
articulated_coupling,causal_scene_flow_model_v5,scene_flow_transformer_proxy,effect_error,0.03668,0.00525,0.03143,0,10
articulated_coupling,causal_scene_flow_model_v5,scene_flow_transformer_proxy,unsafe_contact,-0.03906,0.03002,-0.06908,8,10
articulated_coupling,causal_scene_flow_model_v5,scene_flow_transformer_proxy,risk_upper,0.01421,0.00123,0.01297,0,10
articulated_coupling,causal_scene_flow_model_v5,scene_flow_transformer_proxy,intervention_consistency,0.05539,0.00101,0.05438,10,10
articulated_coupling,causal_scene_flow_model_v5,world_model_flow_predictor,mask_f1,-0.02093,0.00185,-0.02278,0,10
articulated_coupling,causal_scene_flow_model_v5,world_model_flow_predictor,target_success,-0.06406,0.05562,-0.11969,1,10
articulated_coupling,causal_scene_flow_model_v5,world_model_flow_predictor,causal_utility,-0.04903,0.03828,-0.08730,1,10
articulated_coupling,causal_scene_flow_model_v5,world_model_flow_predictor,passive_false_attribution,0.04160,0.00251,0.03909,0,10
articulated_coupling,causal_scene_flow_model_v5,world_model_flow_predictor,effect_error,0.03966,0.00253,0.03713,0,10
articulated_coupling,causal_scene_flow_model_v5,world_model_flow_predictor,unsafe_contact,-0.00625,0.01780,-0.02405,6,10
articulated_coupling,causal_scene_flow_model_v5,world_model_flow_predictor,risk_upper,0.01086,0.00060,0.01026,0,10
articulated_coupling,causal_scene_flow_model_v5,world_model_flow_predictor,intervention_consistency,0.03573,0.00053,0.03520,10,10
articulated_coupling,causal_scene_flow_model_v5,causal_scene_flow_model_v4,mask_f1,-0.00854,0.00156,-0.01010,0,10
articulated_coupling,causal_scene_flow_model_v5,causal_scene_flow_model_v4,target_success,-0.03906,0.04313,-0.08219,2,10
articulated_coupling,causal_scene_flow_model_v5,causal_scene_flow_model_v4,causal_utility,-0.02461,0.03039,-0.05501,3,10
articulated_coupling,causal_scene_flow_model_v5,causal_scene_flow_model_v4,passive_false_attribution,0.01788,0.00147,0.01642,0,10
articulated_coupling,causal_scene_flow_model_v5,causal_scene_flow_model_v4,effect_error,0.01590,0.00094,0.01496,0,10
articulated_coupling,causal_scene_flow_model_v5,causal_scene_flow_model_v4,unsafe_contact,-0.01250,0.02534,-0.03784,6,10
articulated_coupling,causal_scene_flow_model_v5,causal_scene_flow_model_v4,risk_upper,0.03110,0.00038,0.03073,0,10
articulated_coupling,causal_scene_flow_model_v5,causal_scene_flow_model_v4,intervention_consistency,0.02249,0.00070,0.02179,10,10
articulated_coupling,causal_scene_flow_model_v5,oracle_causal_mask,mask_f1,-0.14709,0.00233,-0.14942,0,10
articulated_coupling,causal_scene_flow_model_v5,oracle_causal_mask,target_success,-0.24688,0.03560,-0.28247,0,10
articulated_coupling,causal_scene_flow_model_v5,oracle_causal_mask,causal_utility,-0.27080,0.02514,-0.29594,0,10
articulated_coupling,causal_scene_flow_model_v5,oracle_causal_mask,passive_false_attribution,0.20898,0.00396,0.20502,0,10
articulated_coupling,causal_scene_flow_model_v5,oracle_causal_mask,effect_error,0.30337,0.00501,0.29836,0,10
articulated_coupling,causal_scene_flow_model_v5,oracle_causal_mask,unsafe_contact,0.04844,0.01246,0.03598,0,10
articulated_coupling,causal_scene_flow_model_v5,oracle_causal_mask,risk_upper,0.15324,0.00094,0.15231,0,10
articulated_coupling,causal_scene_flow_model_v5,oracle_causal_mask,intervention_consistency,-0.11445,0.00196,-0.11641,0,10
clean_contact,causal_scene_flow_model_v5,flow_magnitude_threshold,mask_f1,-0.07776,0.00571,-0.08347,0,10
clean_contact,causal_scene_flow_model_v5,flow_magnitude_threshold,target_success,-0.10625,0.04849,-0.15474,0,10
clean_contact,causal_scene_flow_model_v5,flow_magnitude_threshold,causal_utility,-0.11682,0.03516,-0.15198,0,10
clean_contact,causal_scene_flow_model_v5,flow_magnitude_threshold,passive_false_attribution,0.15560,0.00891,0.14669,0,10
clean_contact,causal_scene_flow_model_v5,flow_magnitude_threshold,effect_error,0.17495,0.00841,0.16654,0,10
clean_contact,causal_scene_flow_model_v5,flow_magnitude_threshold,unsafe_contact,0.02032,0.02418,-0.00386,3,10
clean_contact,causal_scene_flow_model_v5,flow_magnitude_threshold,risk_upper,0.05367,0.00222,0.05144,0,10
clean_contact,causal_scene_flow_model_v5,flow_magnitude_threshold,intervention_consistency,0.05401,0.00259,0.05142,10,10
clean_contact,causal_scene_flow_model_v5,action_direction_projection,mask_f1,0.03602,0.01509,0.02093,9,10
clean_contact,causal_scene_flow_model_v5,action_direction_projection,target_success,0.05625,0.06957,-0.01332,6,10
clean_contact,causal_scene_flow_model_v5,action_direction_projection,causal_utility,0.07410,0.05734,0.01676,9,10
clean_contact,causal_scene_flow_model_v5,action_direction_projection,passive_false_attribution,-0.08645,0.02973,-0.11618,10,10
clean_contact,causal_scene_flow_model_v5,action_direction_projection,effect_error,-0.00376,0.01747,-0.02123,6,10
clean_contact,causal_scene_flow_model_v5,action_direction_projection,unsafe_contact,-0.02187,0.03798,-0.05985,3,10
clean_contact,causal_scene_flow_model_v5,action_direction_projection,risk_upper,-0.02327,0.00801,-0.03128,10,10
clean_contact,causal_scene_flow_model_v5,action_direction_projection,intervention_consistency,0.08743,0.00592,0.08152,10,10
clean_contact,causal_scene_flow_model_v5,rigid_scene_flow_cluster,mask_f1,-0.00966,0.00605,-0.01571,2,10
clean_contact,causal_scene_flow_model_v5,rigid_scene_flow_cluster,target_success,-0.04062,0.05189,-0.09252,2,10
clean_contact,causal_scene_flow_model_v5,rigid_scene_flow_cluster,causal_utility,-0.03676,0.03450,-0.07126,2,10
clean_contact,causal_scene_flow_model_v5,rigid_scene_flow_cluster,passive_false_attribution,0.02313,0.00960,0.01354,0,10
clean_contact,causal_scene_flow_model_v5,rigid_scene_flow_cluster,effect_error,0.02038,0.00972,0.01066,2,10
clean_contact,causal_scene_flow_model_v5,rigid_scene_flow_cluster,unsafe_contact,0.01563,0.02814,-0.01252,5,10
clean_contact,causal_scene_flow_model_v5,rigid_scene_flow_cluster,risk_upper,0.02290,0.00238,0.02053,0,10
clean_contact,causal_scene_flow_model_v5,rigid_scene_flow_cluster,intervention_consistency,0.02372,0.00239,0.02133,10,10
clean_contact,causal_scene_flow_model_v5,temporal_difference_mask,mask_f1,-0.07021,0.00507,-0.07528,0,10
clean_contact,causal_scene_flow_model_v5,temporal_difference_mask,target_success,-0.09844,0.03197,-0.13041,1,10
clean_contact,causal_scene_flow_model_v5,temporal_difference_mask,causal_utility,-0.10803,0.01915,-0.12718,0,10
clean_contact,causal_scene_flow_model_v5,temporal_difference_mask,passive_false_attribution,0.13697,0.00818,0.12879,0,10
clean_contact,causal_scene_flow_model_v5,temporal_difference_mask,effect_error,0.14847,0.00969,0.13878,0,10
clean_contact,causal_scene_flow_model_v5,temporal_difference_mask,unsafe_contact,0.02501,0.03235,-0.00734,3,10
clean_contact,causal_scene_flow_model_v5,temporal_difference_mask,risk_upper,0.04281,0.00198,0.04083,0,10
clean_contact,causal_scene_flow_model_v5,temporal_difference_mask,intervention_consistency,0.05378,0.00239,0.05139,10,10
clean_contact,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,mask_f1,-0.04659,0.00468,-0.05126,0,10
clean_contact,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,target_success,-0.06406,0.03965,-0.10372,1,10
clean_contact,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,causal_utility,-0.06071,0.03191,-0.09262,1,10
clean_contact,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,passive_false_attribution,0.08480,0.00667,0.07814,0,10
clean_contact,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,effect_error,0.09392,0.00624,0.08767,0,10
clean_contact,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,unsafe_contact,0.01094,0.01829,-0.00735,3,10
clean_contact,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,risk_upper,0.03751,0.00162,0.03590,0,10
clean_contact,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,intervention_consistency,0.09445,0.00187,0.09258,10,10
clean_contact,causal_scene_flow_model_v5,learned_correlation_classifier,mask_f1,-0.02083,0.00435,-0.02518,0,10
clean_contact,causal_scene_flow_model_v5,learned_correlation_classifier,target_success,-0.05156,0.04723,-0.09880,2,10
clean_contact,causal_scene_flow_model_v5,learned_correlation_classifier,causal_utility,-0.04035,0.03364,-0.07399,2,10
clean_contact,causal_scene_flow_model_v5,learned_correlation_classifier,passive_false_attribution,0.03815,0.00758,0.03057,0,10
clean_contact,causal_scene_flow_model_v5,learned_correlation_classifier,effect_error,0.04541,0.00611,0.03930,0,10
clean_contact,causal_scene_flow_model_v5,learned_correlation_classifier,unsafe_contact,0.00469,0.02741,-0.02272,5,10
clean_contact,causal_scene_flow_model_v5,learned_correlation_classifier,risk_upper,0.02503,0.00191,0.02312,0,10
clean_contact,causal_scene_flow_model_v5,learned_correlation_classifier,intervention_consistency,0.06720,0.00149,0.06571,10,10
clean_contact,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,mask_f1,-0.02987,0.00322,-0.03309,0,10
clean_contact,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,target_success,-0.04844,0.04948,-0.09791,3,10
clean_contact,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,causal_utility,-0.04423,0.03439,-0.07862,3,10
clean_contact,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,passive_false_attribution,0.05096,0.00541,0.04555,0,10
clean_contact,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,effect_error,0.05863,0.00500,0.05363,0,10
clean_contact,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,unsafe_contact,0.00625,0.01307,-0.00682,3,10
clean_contact,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,risk_upper,-0.00000,0.00132,-0.00133,7,10
clean_contact,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,intervention_consistency,0.05283,0.00117,0.05166,10,10
clean_contact,causal_scene_flow_model_v5,contrastive_action_flow,mask_f1,-0.05663,0.00441,-0.06104,0,10
clean_contact,causal_scene_flow_model_v5,contrastive_action_flow,target_success,-0.07656,0.03913,-0.11569,1,10
clean_contact,causal_scene_flow_model_v5,contrastive_action_flow,causal_utility,-0.07281,0.03016,-0.10296,1,10
clean_contact,causal_scene_flow_model_v5,contrastive_action_flow,passive_false_attribution,0.09610,0.00645,0.08965,0,10
clean_contact,causal_scene_flow_model_v5,contrastive_action_flow,effect_error,0.10885,0.00700,0.10185,0,10
clean_contact,causal_scene_flow_model_v5,contrastive_action_flow,unsafe_contact,-0.00468,0.03418,-0.03886,6,10
clean_contact,causal_scene_flow_model_v5,contrastive_action_flow,risk_upper,0.04462,0.00159,0.04303,0,10
clean_contact,causal_scene_flow_model_v5,contrastive_action_flow,intervention_consistency,0.05185,0.00171,0.05014,10,10
clean_contact,causal_scene_flow_model_v5,scene_flow_transformer_proxy,mask_f1,-0.02078,0.00338,-0.02416,0,10
clean_contact,causal_scene_flow_model_v5,scene_flow_transformer_proxy,target_success,-0.00313,0.04718,-0.05030,4,10
clean_contact,causal_scene_flow_model_v5,scene_flow_transformer_proxy,causal_utility,-0.00883,0.03216,-0.04099,4,10
clean_contact,causal_scene_flow_model_v5,scene_flow_transformer_proxy,passive_false_attribution,0.03566,0.00555,0.03012,0,10
clean_contact,causal_scene_flow_model_v5,scene_flow_transformer_proxy,effect_error,0.04343,0.00454,0.03889,0,10
clean_contact,causal_scene_flow_model_v5,scene_flow_transformer_proxy,unsafe_contact,0.00469,0.01212,-0.00743,3,10
clean_contact,causal_scene_flow_model_v5,scene_flow_transformer_proxy,risk_upper,0.02409,0.00138,0.02271,0,10
clean_contact,causal_scene_flow_model_v5,scene_flow_transformer_proxy,intervention_consistency,0.04380,0.00145,0.04235,10,10
clean_contact,causal_scene_flow_model_v5,world_model_flow_predictor,mask_f1,-0.02848,0.00160,-0.03008,0,10
clean_contact,causal_scene_flow_model_v5,world_model_flow_predictor,target_success,-0.05000,0.04762,-0.09762,3,10
clean_contact,causal_scene_flow_model_v5,world_model_flow_predictor,causal_utility,-0.04756,0.03456,-0.08212,3,10
clean_contact,causal_scene_flow_model_v5,world_model_flow_predictor,passive_false_attribution,0.04847,0.00290,0.04557,0,10
clean_contact,causal_scene_flow_model_v5,world_model_flow_predictor,effect_error,0.04626,0.00249,0.04377,0,10
clean_contact,causal_scene_flow_model_v5,world_model_flow_predictor,unsafe_contact,0.00938,0.02550,-0.01612,2,10
clean_contact,causal_scene_flow_model_v5,world_model_flow_predictor,risk_upper,0.01189,0.00067,0.01122,0,10
clean_contact,causal_scene_flow_model_v5,world_model_flow_predictor,intervention_consistency,0.03305,0.00079,0.03226,10,10
clean_contact,causal_scene_flow_model_v5,causal_scene_flow_model_v4,mask_f1,-0.00204,0.00105,-0.00309,2,10
clean_contact,causal_scene_flow_model_v5,causal_scene_flow_model_v4,target_success,0.02188,0.04705,-0.02517,5,10
clean_contact,causal_scene_flow_model_v5,causal_scene_flow_model_v4,causal_utility,0.01746,0.03336,-0.01590,5,10
clean_contact,causal_scene_flow_model_v5,causal_scene_flow_model_v4,passive_false_attribution,0.00437,0.00168,0.00269,1,10
clean_contact,causal_scene_flow_model_v5,causal_scene_flow_model_v4,effect_error,0.00428,0.00145,0.00283,0,10
clean_contact,causal_scene_flow_model_v5,causal_scene_flow_model_v4,unsafe_contact,0.00000,0.02328,-0.02328,5,10
clean_contact,causal_scene_flow_model_v5,causal_scene_flow_model_v4,risk_upper,0.02694,0.00041,0.02653,0,10
clean_contact,causal_scene_flow_model_v5,causal_scene_flow_model_v4,intervention_consistency,0.02717,0.00057,0.02659,10,10
clean_contact,causal_scene_flow_model_v5,oracle_causal_mask,mask_f1,-0.10843,0.00567,-0.11410,0,10
clean_contact,causal_scene_flow_model_v5,oracle_causal_mask,target_success,-0.18438,0.03501,-0.21938,0,10
clean_contact,causal_scene_flow_model_v5,oracle_causal_mask,causal_utility,-0.20324,0.02156,-0.22479,0,10
clean_contact,causal_scene_flow_model_v5,oracle_causal_mask,passive_false_attribution,0.15829,0.00898,0.14931,0,10
clean_contact,causal_scene_flow_model_v5,oracle_causal_mask,effect_error,0.21122,0.00847,0.20275,0,10
clean_contact,causal_scene_flow_model_v5,oracle_causal_mask,unsafe_contact,0.04376,0.02180,0.02196,1,10
clean_contact,causal_scene_flow_model_v5,oracle_causal_mask,risk_upper,0.13003,0.00233,0.12770,0,10
clean_contact,causal_scene_flow_model_v5,oracle_causal_mask,intervention_consistency,-0.07838,0.00281,-0.08118,0,10
combined_hard_shift,causal_scene_flow_model_v5,flow_magnitude_threshold,mask_f1,0.40231,0.00538,0.39693,10,10
combined_hard_shift,causal_scene_flow_model_v5,flow_magnitude_threshold,target_success,0.50156,0.05430,0.44727,10,10
combined_hard_shift,causal_scene_flow_model_v5,flow_magnitude_threshold,causal_utility,0.66055,0.03679,0.62376,10,10
combined_hard_shift,causal_scene_flow_model_v5,flow_magnitude_threshold,passive_false_attribution,-0.69598,0.00870,-0.70468,10,10
combined_hard_shift,causal_scene_flow_model_v5,flow_magnitude_threshold,effect_error,-0.36955,0.03728,-0.40683,10,10
combined_hard_shift,causal_scene_flow_model_v5,flow_magnitude_threshold,unsafe_contact,-0.23907,0.02044,-0.25951,10,10
combined_hard_shift,causal_scene_flow_model_v5,flow_magnitude_threshold,risk_upper,-0.21092,0.00228,-0.21319,10,10
combined_hard_shift,causal_scene_flow_model_v5,flow_magnitude_threshold,intervention_consistency,0.44448,0.00460,0.43988,10,10
combined_hard_shift,causal_scene_flow_model_v5,action_direction_projection,mask_f1,0.18271,0.00821,0.17450,10,10
combined_hard_shift,causal_scene_flow_model_v5,action_direction_projection,target_success,0.19531,0.06163,0.13368,9,10
combined_hard_shift,causal_scene_flow_model_v5,action_direction_projection,causal_utility,0.23907,0.04151,0.19756,10,10
combined_hard_shift,causal_scene_flow_model_v5,action_direction_projection,passive_false_attribution,-0.22579,0.01481,-0.24060,10,10
combined_hard_shift,causal_scene_flow_model_v5,action_direction_projection,effect_error,0.07167,0.02034,0.05133,0,10
combined_hard_shift,causal_scene_flow_model_v5,action_direction_projection,unsafe_contact,-0.09062,0.02844,-0.11906,10,10
combined_hard_shift,causal_scene_flow_model_v5,action_direction_projection,risk_upper,-0.06056,0.00485,-0.06541,10,10
combined_hard_shift,causal_scene_flow_model_v5,action_direction_projection,intervention_consistency,0.14750,0.00473,0.14277,10,10
combined_hard_shift,causal_scene_flow_model_v5,rigid_scene_flow_cluster,mask_f1,0.23829,0.00457,0.23372,10,10
combined_hard_shift,causal_scene_flow_model_v5,rigid_scene_flow_cluster,target_success,0.39844,0.06163,0.33681,10,10
combined_hard_shift,causal_scene_flow_model_v5,rigid_scene_flow_cluster,causal_utility,0.52055,0.04846,0.47208,10,10
combined_hard_shift,causal_scene_flow_model_v5,rigid_scene_flow_cluster,passive_false_attribution,-0.72051,0.00807,-0.72859,10,10
combined_hard_shift,causal_scene_flow_model_v5,rigid_scene_flow_cluster,effect_error,-0.33880,0.03659,-0.37539,10,10
combined_hard_shift,causal_scene_flow_model_v5,rigid_scene_flow_cluster,unsafe_contact,-0.18906,0.04220,-0.23126,10,10
combined_hard_shift,causal_scene_flow_model_v5,rigid_scene_flow_cluster,risk_upper,-0.19093,0.00210,-0.19303,10,10
combined_hard_shift,causal_scene_flow_model_v5,rigid_scene_flow_cluster,intervention_consistency,0.23884,0.00367,0.23518,10,10
combined_hard_shift,causal_scene_flow_model_v5,temporal_difference_mask,mask_f1,0.37005,0.00525,0.36480,10,10
combined_hard_shift,causal_scene_flow_model_v5,temporal_difference_mask,target_success,0.49062,0.03629,0.45433,10,10
combined_hard_shift,causal_scene_flow_model_v5,temporal_difference_mask,causal_utility,0.65046,0.02763,0.62283,10,10
combined_hard_shift,causal_scene_flow_model_v5,temporal_difference_mask,passive_false_attribution,-0.70833,0.00822,-0.71654,10,10
combined_hard_shift,causal_scene_flow_model_v5,temporal_difference_mask,effect_error,-0.34698,0.03500,-0.38199,10,10
combined_hard_shift,causal_scene_flow_model_v5,temporal_difference_mask,unsafe_contact,-0.26094,0.01885,-0.27979,10,10
combined_hard_shift,causal_scene_flow_model_v5,temporal_difference_mask,risk_upper,-0.21512,0.00223,-0.21735,10,10
combined_hard_shift,causal_scene_flow_model_v5,temporal_difference_mask,intervention_consistency,0.40048,0.00345,0.39703,10,10
combined_hard_shift,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,mask_f1,0.21014,0.00500,0.20514,10,10
combined_hard_shift,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,target_success,0.30938,0.05080,0.25858,10,10
combined_hard_shift,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,causal_utility,0.40804,0.03752,0.37052,10,10
combined_hard_shift,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,passive_false_attribution,-0.47904,0.00853,-0.48757,10,10
combined_hard_shift,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,effect_error,-0.25889,0.03476,-0.29364,10,10
combined_hard_shift,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,unsafe_contact,-0.15313,0.02987,-0.18299,10,10
combined_hard_shift,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,risk_upper,-0.11925,0.00234,-0.12159,10,10
combined_hard_shift,causal_scene_flow_model_v5,noncausal_flow_transformer_proxy,intervention_consistency,0.24764,0.00357,0.24407,10,10
