split,method,seed,rows,mask_f1,precision,recall,occluded_recall,passive_false_attribution,effect_error,target_success,unsafe_contact,brier,calibration_error
occluded_interaction,rigid_scene_flow_cluster,5,42,0.77588,0.63721,1.00000,1.00000,0.38512,0.56566,0.54762,0.14286,0.12271,0.21219
occluded_interaction,rigid_scene_flow_cluster,6,42,0.78962,0.65542,1.00000,1.00000,0.35774,0.56404,0.69048,0.16667,0.12515,0.20814
occluded_interaction,temporal_difference_mask,0,42,0.48360,0.37727,0.68545,0.32100,0.76011,0.71001,0.23810,0.40476,0.21127,0.27275
occluded_interaction,temporal_difference_mask,1,42,0.48127,0.37828,0.67424,0.29638,0.75389,0.69273,0.26190,0.33333,0.20915,0.26919
occluded_interaction,temporal_difference_mask,2,42,0.48956,0.38662,0.68023,0.30444,0.71319,0.71128,0.30952,0.28571,0.20577,0.27113
occluded_interaction,temporal_difference_mask,3,42,0.47634,0.37187,0.67586,0.29885,0.73203,0.69679,0.33333,0.30952,0.21179,0.27675
occluded_interaction,temporal_difference_mask,4,42,0.48258,0.37822,0.67961,0.30864,0.74463,0.76246,0.07143,0.23810,0.20951,0.27359
occluded_interaction,temporal_difference_mask,5,42,0.47860,0.37508,0.67711,0.29682,0.75660,0.67581,0.23810,0.23810,0.20761,0.27348
occluded_interaction,temporal_difference_mask,6,42,0.49231,0.39144,0.67716,0.29792,0.71549,0.69487,0.26190,0.23810,0.20827,0.26507
occluded_interaction,noncausal_flow_transformer_proxy,0,42,0.84729,0.75816,0.96928,0.93309,0.21661,0.49624,0.64286,0.04762,0.13167,0.19077
occluded_interaction,noncausal_flow_transformer_proxy,1,42,0.86001,0.77528,0.97377,0.94389,0.19931,0.47614,0.61905,0.07143,0.13059,0.19050
occluded_interaction,noncausal_flow_transformer_proxy,2,42,0.85064,0.75884,0.97587,0.94811,0.21212,0.49883,0.66667,0.14286,0.12943,0.19116
occluded_interaction,noncausal_flow_transformer_proxy,3,42,0.83370,0.73698,0.96911,0.93316,0.23229,0.49650,0.76190,0.11905,0.13249,0.19574
occluded_interaction,noncausal_flow_transformer_proxy,4,42,0.83893,0.74760,0.96557,0.92562,0.22227,0.50738,0.64286,0.14286,0.13126,0.19366
occluded_interaction,noncausal_flow_transformer_proxy,5,42,0.84761,0.76055,0.96748,0.92914,0.21356,0.48361,0.71429,0.11905,0.12751,0.19018
occluded_interaction,noncausal_flow_transformer_proxy,6,42,0.84561,0.76088,0.96193,0.91713,0.21059,0.48043,0.59524,0.07143,0.13129,0.18266
occluded_interaction,learned_correlation_classifier,0,42,0.90829,0.84159,0.99660,0.99255,0.14026,0.44545,0.66667,0.04762,0.10515,0.16979
occluded_interaction,learned_correlation_classifier,1,42,0.91052,0.84766,0.99246,0.98383,0.12557,0.43111,0.80952,0.04762,0.10599,0.17197
occluded_interaction,learned_correlation_classifier,2,42,0.91559,0.85413,0.99625,0.99188,0.12410,0.43352,0.76190,0.04762,0.10426,0.17159
occluded_interaction,learned_correlation_classifier,3,42,0.90038,0.83018,0.99583,0.99109,0.14470,0.43926,0.73810,0.09524,0.10780,0.17763
occluded_interaction,learned_correlation_classifier,4,42,0.91241,0.85242,0.99225,0.98341,0.12865,0.43746,0.66667,0.09524,0.10287,0.17055
occluded_interaction,learned_correlation_classifier,5,42,0.90522,0.84192,0.98894,0.97609,0.13935,0.42331,0.88095,0.11905,0.10483,0.17388
occluded_interaction,learned_correlation_classifier,6,42,0.89600,0.82689,0.98813,0.97440,0.14973,0.43787,0.71429,0.11905,0.10702,0.16614
occluded_interaction,causal_scene_flow_model,0,42,0.87226,0.79836,0.97946,0.95583,0.19318,0.52270,0.76190,0.02381,0.07992,0.15046
occluded_interaction,causal_scene_flow_model,1,42,0.87300,0.80010,0.98105,0.95925,0.18630,0.50713,0.66667,0.07143,0.07958,0.15555
occluded_interaction,causal_scene_flow_model,2,42,0.88446,0.81913,0.97727,0.95142,0.15793,0.49463,0.71429,0.07143,0.07516,0.14793
occluded_interaction,causal_scene_flow_model,3,42,0.85078,0.77845,0.96817,0.93084,0.21047,0.52620,0.76190,0.14286,0.08325,0.15299
occluded_interaction,causal_scene_flow_model,4,42,0.87356,0.80691,0.97453,0.94615,0.18236,0.49136,0.71429,0.07143,0.07724,0.15278
occluded_interaction,causal_scene_flow_model,5,42,0.87310,0.80721,0.97280,0.94112,0.18561,0.53033,0.61905,0.02381,0.07605,0.14374
occluded_interaction,causal_scene_flow_model,6,42,0.86751,0.80446,0.96455,0.92333,0.18057,0.53114,0.66667,0.09524,0.07855,0.13519
occluded_interaction,oracle_causal_mask,0,42,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.95238,0.00000,0.00003,0.00251
occluded_interaction,oracle_causal_mask,1,42,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.97619,0.00000,0.00003,0.00251
occluded_interaction,oracle_causal_mask,2,42,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.92857,0.00000,0.00003,0.00254
occluded_interaction,oracle_causal_mask,3,42,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.95238,0.00000,0.00003,0.00259
occluded_interaction,oracle_causal_mask,4,42,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.95238,0.04762,0.00003,0.00259
occluded_interaction,oracle_causal_mask,5,42,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.90476,0.00000,0.00003,0.00257
occluded_interaction,oracle_causal_mask,6,42,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.90476,0.02381,0.00003,0.00246
passive_conveyor,flow_magnitude_threshold,0,42,0.63506,0.48602,0.92198,0.05952,0.65203,0.77237,0.33333,0.19048,0.23462,0.31690
passive_conveyor,flow_magnitude_threshold,1,42,0.62892,0.47875,0.92269,0.05952,0.65514,0.71786,0.42857,0.19048,0.23516,0.32004
passive_conveyor,flow_magnitude_threshold,2,42,0.64986,0.50270,0.92327,0.03571,0.64573,0.63914,0.45238,0.19048,0.22860,0.31026
passive_conveyor,flow_magnitude_threshold,3,42,0.64166,0.49424,0.91997,0.03571,0.65375,0.78307,0.38095,0.16667,0.23345,0.30903
passive_conveyor,flow_magnitude_threshold,4,42,0.63955,0.49308,0.91671,0.01190,0.63752,0.68961,0.38095,0.23810,0.23075,0.31309
passive_conveyor,flow_magnitude_threshold,5,42,0.62737,0.47787,0.91884,0.05952,0.63620,0.74065,0.40476,0.19048,0.23273,0.32106
passive_conveyor,flow_magnitude_threshold,6,42,0.64691,0.49966,0.92125,0.07143,0.62630,0.69956,0.35714,0.23810,0.22862,0.30969
passive_conveyor,action_direction_projection,0,42,0.77377,0.65869,0.98799,0.85714,0.40319,0.37462,0.57143,0.14286,0.14959,0.28287
passive_conveyor,action_direction_projection,1,42,0.75654,0.64116,0.98743,0.85714,0.44716,0.34136,0.52381,0.16667,0.16925,0.30044
passive_conveyor,action_direction_projection,2,42,0.75144,0.63029,0.98950,0.85714,0.48540,0.33300,0.57143,0.11905,0.18095,0.31249
passive_conveyor,action_direction_projection,3,42,0.79929,0.70126,0.98390,0.80952,0.35769,0.31398,0.54762,0.14286,0.14968,0.27529
passive_conveyor,action_direction_projection,4,42,0.74559,0.61738,0.99284,0.90476,0.49031,0.37361,0.52381,0.26190,0.16984,0.30475
passive_conveyor,action_direction_projection,5,42,0.77008,0.65668,0.98914,0.88095,0.41598,0.35687,0.54762,0.14286,0.16065,0.30347
passive_conveyor,action_direction_projection,6,42,0.75098,0.62348,0.98712,0.84524,0.46122,0.39508,0.40476,0.19048,0.16748,0.30247
passive_conveyor,rigid_scene_flow_cluster,0,42,0.61674,0.44752,1.00000,1.00000,0.82557,0.75736,0.28571,0.16667,0.15501,0.26994
passive_conveyor,rigid_scene_flow_cluster,1,42,0.61691,0.44743,1.00000,1.00000,0.80572,0.70496,0.35714,0.19048,0.15489,0.27152
passive_conveyor,rigid_scene_flow_cluster,2,42,0.63700,0.46889,1.00000,1.00000,0.80023,0.63063,0.45238,0.19048,0.15123,0.26372
passive_conveyor,rigid_scene_flow_cluster,3,42,0.63225,0.46404,1.00000,1.00000,0.80254,0.76211,0.45238,0.35714,0.15318,0.26406
passive_conveyor,rigid_scene_flow_cluster,4,42,0.62211,0.45333,1.00000,1.00000,0.81473,0.66881,0.35714,0.28571,0.15360,0.26808
passive_conveyor,rigid_scene_flow_cluster,5,42,0.61429,0.44481,1.00000,1.00000,0.79165,0.72157,0.11905,0.23810,0.15455,0.27362
passive_conveyor,rigid_scene_flow_cluster,6,42,0.63089,0.46200,1.00000,1.00000,0.79076,0.68416,0.40476,0.26190,0.15204,0.26553
passive_conveyor,temporal_difference_mask,0,42,0.59234,0.43343,0.95406,0.44048,0.80342,0.76950,0.14286,0.19048,0.25700,0.36213
passive_conveyor,temporal_difference_mask,1,42,0.59193,0.43262,0.95283,0.44048,0.75894,0.73296,0.40476,0.30952,0.25903,0.36337
passive_conveyor,temporal_difference_mask,2,42,0.59148,0.43593,0.94527,0.32143,0.77945,0.65886,0.33333,0.33333,0.25841,0.35715
passive_conveyor,temporal_difference_mask,3,42,0.60289,0.44957,0.92959,0.38095,0.73412,0.79047,0.40476,0.19048,0.25623,0.34959
passive_conveyor,temporal_difference_mask,4,42,0.58936,0.43473,0.94007,0.32143,0.77838,0.69315,0.26190,0.23810,0.25982,0.35969
passive_conveyor,temporal_difference_mask,5,42,0.59861,0.44162,0.94314,0.35714,0.73174,0.73363,0.38095,0.28571,0.25289,0.36179
passive_conveyor,temporal_difference_mask,6,42,0.59679,0.44257,0.93343,0.33333,0.74015,0.70608,0.33333,0.30952,0.25249,0.35250
passive_conveyor,noncausal_flow_transformer_proxy,0,42,0.75253,0.61088,0.99619,0.95238,0.44521,0.52913,0.52381,0.26190,0.13379,0.22763
passive_conveyor,noncausal_flow_transformer_proxy,1,42,0.77604,0.64069,0.99113,0.88095,0.37427,0.46355,0.66667,0.26190,0.13092,0.22576
passive_conveyor,noncausal_flow_transformer_proxy,2,42,0.76642,0.63210,0.98880,0.85714,0.43048,0.45562,0.71429,0.21429,0.13451,0.21908
passive_conveyor,noncausal_flow_transformer_proxy,3,42,0.77736,0.64335,0.99291,0.91667,0.40410,0.52591,0.45238,0.16667,0.13258,0.21994
passive_conveyor,noncausal_flow_transformer_proxy,4,42,0.74682,0.60373,0.99482,0.94048,0.46589,0.49033,0.59524,0.23810,0.13504,0.22672
passive_conveyor,noncausal_flow_transformer_proxy,5,42,0.75985,0.61908,0.99562,0.95238,0.41306,0.50582,0.52381,0.16667,0.13398,0.23253
passive_conveyor,noncausal_flow_transformer_proxy,6,42,0.76685,0.63164,0.99318,0.91667,0.41552,0.47719,0.52381,0.11905,0.13440,0.22417
passive_conveyor,learned_correlation_classifier,0,42,0.90008,0.82634,0.99908,0.98810,0.14950,0.22361,0.64286,0.11905,0.09266,0.19152
passive_conveyor,learned_correlation_classifier,1,42,0.88617,0.81026,1.00000,1.00000,0.18780,0.20628,0.59524,0.07143,0.09771,0.19817
passive_conveyor,learned_correlation_classifier,2,42,0.88318,0.80065,1.00000,1.00000,0.19763,0.20866,0.64286,0.09524,0.10116,0.19590
passive_conveyor,learned_correlation_classifier,3,42,0.90595,0.83938,0.99800,0.97619,0.15181,0.21449,0.73810,0.02381,0.09317,0.18702
passive_conveyor,learned_correlation_classifier,4,42,0.87464,0.79057,0.99915,0.98810,0.20085,0.21960,0.73810,0.07143,0.09924,0.19821
passive_conveyor,learned_correlation_classifier,5,42,0.89952,0.82809,1.00000,1.00000,0.15414,0.21250,0.76190,0.09524,0.09478,0.19801
passive_conveyor,learned_correlation_classifier,6,42,0.90349,0.83480,0.99896,0.98810,0.14959,0.20769,0.61905,0.07143,0.09757,0.19525
passive_conveyor,causal_scene_flow_model,0,42,0.85132,0.75478,0.99685,0.96429,0.23432,0.37403,0.73810,0.04762,0.07548,0.16734
passive_conveyor,causal_scene_flow_model,1,42,0.87964,0.80152,0.99339,0.90476,0.18992,0.34528,0.76190,0.04762,0.07285,0.16179
passive_conveyor,causal_scene_flow_model,2,42,0.88271,0.80333,0.99502,0.94048,0.19432,0.37682,0.71429,0.07143,0.07595,0.15006
passive_conveyor,causal_scene_flow_model,3,42,0.88894,0.81319,0.99675,0.96429,0.18124,0.32385,0.73810,0.07143,0.07082,0.15682
passive_conveyor,causal_scene_flow_model,4,42,0.84063,0.73767,0.99556,0.95238,0.26459,0.39024,0.42857,0.02381,0.07886,0.16783
passive_conveyor,causal_scene_flow_model,5,42,0.87336,0.79257,0.99710,0.96429,0.19195,0.36402,0.66667,0.02381,0.07229,0.15993
passive_conveyor,causal_scene_flow_model,6,42,0.87766,0.79874,0.99489,0.92857,0.18958,0.34124,0.69048,0.02381,0.07644,0.16215
passive_conveyor,oracle_causal_mask,0,42,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.90476,0.02381,0.00003,0.00257
passive_conveyor,oracle_causal_mask,1,42,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.97619,0.00000,0.00003,0.00262
passive_conveyor,oracle_causal_mask,2,42,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.95238,0.00000,0.00003,0.00248
passive_conveyor,oracle_causal_mask,3,42,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.92857,0.02381,0.00003,0.00251
passive_conveyor,oracle_causal_mask,4,42,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.97619,0.02381,0.00003,0.00258
passive_conveyor,oracle_causal_mask,5,42,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.97619,0.02381,0.00003,0.00270
passive_conveyor,oracle_causal_mask,6,42,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.97619,0.04762,0.00003,0.00255
