split,risk_budget,method,seed,rows,coverage,fixed_risk_success,executed_success,false_safe_rate,unsafe_contact,mask_f1,causal_utility,risk_upper
combined_hard_shift,0.02,causal_scene_flow_model_v5,5,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75796,0.14822,0.21806
combined_hard_shift,0.02,causal_scene_flow_model_v5,6,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76677,0.15176,0.21412
combined_hard_shift,0.02,causal_scene_flow_model_v5,7,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77059,0.15634,0.20573
combined_hard_shift,0.02,causal_scene_flow_model_v5,8,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77320,0.15312,0.21086
combined_hard_shift,0.02,causal_scene_flow_model_v5,9,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76192,0.14519,0.21374
combined_hard_shift,0.02,contrastive_action_flow,0,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75509,0.15785,0.18541
combined_hard_shift,0.02,contrastive_action_flow,1,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.73682,0.15290,0.18787
combined_hard_shift,0.02,contrastive_action_flow,2,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75379,0.15779,0.18349
combined_hard_shift,0.02,contrastive_action_flow,3,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75803,0.16027,0.17926
combined_hard_shift,0.02,contrastive_action_flow,4,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75912,0.16168,0.17896
combined_hard_shift,0.02,contrastive_action_flow,5,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74361,0.15523,0.18876
combined_hard_shift,0.02,contrastive_action_flow,6,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74846,0.15416,0.19027
combined_hard_shift,0.02,contrastive_action_flow,7,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74558,0.15495,0.18852
combined_hard_shift,0.02,contrastive_action_flow,8,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.73553,0.15024,0.19107
combined_hard_shift,0.02,contrastive_action_flow,9,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.73494,0.15053,0.19474
combined_hard_shift,0.02,learned_correlation_classifier,0,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75592,0.14679,0.21133
combined_hard_shift,0.02,learned_correlation_classifier,1,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74850,0.14569,0.21026
combined_hard_shift,0.02,learned_correlation_classifier,2,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75322,0.14622,0.20770
combined_hard_shift,0.02,learned_correlation_classifier,3,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74674,0.14391,0.20801
combined_hard_shift,0.02,learned_correlation_classifier,4,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75362,0.14950,0.20250
combined_hard_shift,0.02,learned_correlation_classifier,5,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74283,0.14204,0.21532
combined_hard_shift,0.02,learned_correlation_classifier,6,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74188,0.14072,0.21613
combined_hard_shift,0.02,learned_correlation_classifier,7,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.73802,0.13896,0.21770
combined_hard_shift,0.02,learned_correlation_classifier,8,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74237,0.14105,0.21529
combined_hard_shift,0.02,learned_correlation_classifier,9,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.73401,0.13649,0.22391
combined_hard_shift,0.02,oracle_causal_mask,0,64,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.28000,0.02145
combined_hard_shift,0.02,oracle_causal_mask,1,64,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.28000,0.02140
combined_hard_shift,0.02,oracle_causal_mask,2,64,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.28000,0.02143
combined_hard_shift,0.02,oracle_causal_mask,3,64,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.28000,0.02146
combined_hard_shift,0.02,oracle_causal_mask,4,64,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.28000,0.02147
combined_hard_shift,0.02,oracle_causal_mask,5,64,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.28000,0.02156
combined_hard_shift,0.02,oracle_causal_mask,6,64,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.28000,0.02151
combined_hard_shift,0.02,oracle_causal_mask,7,64,0.01562,0.01562,1.00000,0.00000,0.00000,1.00000,0.29094,0.02143
combined_hard_shift,0.02,oracle_causal_mask,8,64,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.28000,0.02145
combined_hard_shift,0.02,oracle_causal_mask,9,64,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.28000,0.02151
combined_hard_shift,0.02,world_model_flow_predictor,0,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77830,0.15964,0.19266
combined_hard_shift,0.02,world_model_flow_predictor,1,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77076,0.15312,0.19821
combined_hard_shift,0.02,world_model_flow_predictor,2,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.78079,0.15875,0.19352
combined_hard_shift,0.02,world_model_flow_predictor,3,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77756,0.15852,0.19545
combined_hard_shift,0.02,world_model_flow_predictor,4,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77241,0.15728,0.20315
combined_hard_shift,0.02,world_model_flow_predictor,5,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76406,0.15070,0.20475
combined_hard_shift,0.02,world_model_flow_predictor,6,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77693,0.15664,0.19983
combined_hard_shift,0.02,world_model_flow_predictor,7,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.78535,0.16177,0.19054
combined_hard_shift,0.02,world_model_flow_predictor,8,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77657,0.15518,0.19789
combined_hard_shift,0.02,world_model_flow_predictor,9,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77603,0.15337,0.19522
combined_hard_shift,0.05,calibrated_tree_flow_proxy,0,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.78091,0.16018,0.22247
combined_hard_shift,0.05,calibrated_tree_flow_proxy,1,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76963,0.15535,0.22561
combined_hard_shift,0.05,calibrated_tree_flow_proxy,2,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77422,0.15749,0.22122
combined_hard_shift,0.05,calibrated_tree_flow_proxy,3,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77569,0.15868,0.21966
combined_hard_shift,0.05,calibrated_tree_flow_proxy,4,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77460,0.16075,0.21845
combined_hard_shift,0.05,calibrated_tree_flow_proxy,5,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76658,0.15494,0.22745
combined_hard_shift,0.05,calibrated_tree_flow_proxy,6,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77095,0.15511,0.22720
combined_hard_shift,0.05,calibrated_tree_flow_proxy,7,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76902,0.15517,0.22510
combined_hard_shift,0.05,calibrated_tree_flow_proxy,8,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76858,0.15485,0.22628
combined_hard_shift,0.05,calibrated_tree_flow_proxy,9,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76151,0.15091,0.23204
combined_hard_shift,0.05,causal_scene_flow_model_v5,0,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77145,0.15513,0.20777
combined_hard_shift,0.05,causal_scene_flow_model_v5,1,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75809,0.14762,0.21330
combined_hard_shift,0.05,causal_scene_flow_model_v5,2,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76600,0.15313,0.20815
combined_hard_shift,0.05,causal_scene_flow_model_v5,3,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76472,0.15285,0.21015
combined_hard_shift,0.05,causal_scene_flow_model_v5,4,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76307,0.15513,0.21502
combined_hard_shift,0.05,causal_scene_flow_model_v5,5,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75796,0.14822,0.21806
combined_hard_shift,0.05,causal_scene_flow_model_v5,6,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76677,0.15176,0.21412
combined_hard_shift,0.05,causal_scene_flow_model_v5,7,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77059,0.15634,0.20573
combined_hard_shift,0.05,causal_scene_flow_model_v5,8,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77320,0.15312,0.21086
combined_hard_shift,0.05,causal_scene_flow_model_v5,9,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76192,0.14519,0.21374
combined_hard_shift,0.05,contrastive_action_flow,0,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75509,0.15785,0.18541
combined_hard_shift,0.05,contrastive_action_flow,1,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.73682,0.15290,0.18787
combined_hard_shift,0.05,contrastive_action_flow,2,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75379,0.15779,0.18349
combined_hard_shift,0.05,contrastive_action_flow,3,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75803,0.16027,0.17926
combined_hard_shift,0.05,contrastive_action_flow,4,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75912,0.16168,0.17896
combined_hard_shift,0.05,contrastive_action_flow,5,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74361,0.15523,0.18876
combined_hard_shift,0.05,contrastive_action_flow,6,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74846,0.15416,0.19027
combined_hard_shift,0.05,contrastive_action_flow,7,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74558,0.15495,0.18852
combined_hard_shift,0.05,contrastive_action_flow,8,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.73553,0.15024,0.19107
combined_hard_shift,0.05,contrastive_action_flow,9,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.73494,0.15053,0.19474
combined_hard_shift,0.05,learned_correlation_classifier,0,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75592,0.14679,0.21133
combined_hard_shift,0.05,learned_correlation_classifier,1,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74850,0.14569,0.21026
combined_hard_shift,0.05,learned_correlation_classifier,2,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75322,0.14622,0.20770
combined_hard_shift,0.05,learned_correlation_classifier,3,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74674,0.14391,0.20801
combined_hard_shift,0.05,learned_correlation_classifier,4,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75362,0.14950,0.20250
combined_hard_shift,0.05,learned_correlation_classifier,5,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74283,0.14204,0.21532
combined_hard_shift,0.05,learned_correlation_classifier,6,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74188,0.14072,0.21613
combined_hard_shift,0.05,learned_correlation_classifier,7,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.73802,0.13896,0.21770
combined_hard_shift,0.05,learned_correlation_classifier,8,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74237,0.14105,0.21529
combined_hard_shift,0.05,learned_correlation_classifier,9,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.73401,0.13649,0.22391
combined_hard_shift,0.05,oracle_causal_mask,0,64,1.00000,0.98438,0.98438,0.00000,0.00000,1.00000,0.96906,0.02145
combined_hard_shift,0.05,oracle_causal_mask,1,64,1.00000,0.96875,0.96875,0.01562,0.01562,1.00000,0.95250,0.02140
combined_hard_shift,0.05,oracle_causal_mask,2,64,1.00000,0.98438,0.98438,0.00000,0.00000,1.00000,0.96906,0.02143
combined_hard_shift,0.05,oracle_causal_mask,3,64,1.00000,0.98438,0.98438,0.00000,0.00000,1.00000,0.96906,0.02146
combined_hard_shift,0.05,oracle_causal_mask,4,64,1.00000,0.96875,0.96875,0.00000,0.00000,1.00000,0.95813,0.02147
combined_hard_shift,0.05,oracle_causal_mask,5,64,1.00000,1.00000,1.00000,0.00000,0.00000,1.00000,0.98000,0.02156
combined_hard_shift,0.05,oracle_causal_mask,6,64,1.00000,0.96875,0.96875,0.01562,0.01562,1.00000,0.95250,0.02151
combined_hard_shift,0.05,oracle_causal_mask,7,64,1.00000,0.96875,0.96875,0.01562,0.01562,1.00000,0.95250,0.02143
combined_hard_shift,0.05,oracle_causal_mask,8,64,1.00000,0.95312,0.95312,0.01562,0.01562,1.00000,0.94156,0.02145
combined_hard_shift,0.05,oracle_causal_mask,9,64,1.00000,0.98438,0.98438,0.00000,0.00000,1.00000,0.96906,0.02151
combined_hard_shift,0.05,world_model_flow_predictor,0,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77830,0.15964,0.19266
combined_hard_shift,0.05,world_model_flow_predictor,1,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77076,0.15312,0.19821
combined_hard_shift,0.05,world_model_flow_predictor,2,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.78079,0.15875,0.19352
combined_hard_shift,0.05,world_model_flow_predictor,3,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77756,0.15852,0.19545
combined_hard_shift,0.05,world_model_flow_predictor,4,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77241,0.15728,0.20315
combined_hard_shift,0.05,world_model_flow_predictor,5,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76406,0.15070,0.20475
combined_hard_shift,0.05,world_model_flow_predictor,6,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77693,0.15664,0.19983
combined_hard_shift,0.05,world_model_flow_predictor,7,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.78535,0.16177,0.19054
combined_hard_shift,0.05,world_model_flow_predictor,8,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77657,0.15518,0.19789
combined_hard_shift,0.05,world_model_flow_predictor,9,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77603,0.15337,0.19522
combined_hard_shift,0.10,calibrated_tree_flow_proxy,0,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.78091,0.16018,0.22247
combined_hard_shift,0.10,calibrated_tree_flow_proxy,1,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76963,0.15535,0.22561
combined_hard_shift,0.10,calibrated_tree_flow_proxy,2,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77422,0.15749,0.22122
combined_hard_shift,0.10,calibrated_tree_flow_proxy,3,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77569,0.15868,0.21966
combined_hard_shift,0.10,calibrated_tree_flow_proxy,4,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77460,0.16075,0.21845
combined_hard_shift,0.10,calibrated_tree_flow_proxy,5,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76658,0.15494,0.22745
combined_hard_shift,0.10,calibrated_tree_flow_proxy,6,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77095,0.15511,0.22720
combined_hard_shift,0.10,calibrated_tree_flow_proxy,7,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76902,0.15517,0.22510
combined_hard_shift,0.10,calibrated_tree_flow_proxy,8,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76858,0.15485,0.22628
combined_hard_shift,0.10,calibrated_tree_flow_proxy,9,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76151,0.15091,0.23204
combined_hard_shift,0.10,causal_scene_flow_model_v5,0,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77145,0.15513,0.20777
combined_hard_shift,0.10,causal_scene_flow_model_v5,1,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75809,0.14762,0.21330
combined_hard_shift,0.10,causal_scene_flow_model_v5,2,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76600,0.15313,0.20815
combined_hard_shift,0.10,causal_scene_flow_model_v5,3,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76472,0.15285,0.21015
combined_hard_shift,0.10,causal_scene_flow_model_v5,4,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76307,0.15513,0.21502
combined_hard_shift,0.10,causal_scene_flow_model_v5,5,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75796,0.14822,0.21806
combined_hard_shift,0.10,causal_scene_flow_model_v5,6,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76677,0.15176,0.21412
combined_hard_shift,0.10,causal_scene_flow_model_v5,7,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77059,0.15634,0.20573
combined_hard_shift,0.10,causal_scene_flow_model_v5,8,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77320,0.15312,0.21086
combined_hard_shift,0.10,causal_scene_flow_model_v5,9,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76192,0.14519,0.21374
combined_hard_shift,0.10,contrastive_action_flow,0,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75509,0.15785,0.18541
combined_hard_shift,0.10,contrastive_action_flow,1,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.73682,0.15290,0.18787
combined_hard_shift,0.10,contrastive_action_flow,2,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75379,0.15779,0.18349
combined_hard_shift,0.10,contrastive_action_flow,3,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75803,0.16027,0.17926
combined_hard_shift,0.10,contrastive_action_flow,4,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75912,0.16168,0.17896
combined_hard_shift,0.10,contrastive_action_flow,5,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74361,0.15523,0.18876
combined_hard_shift,0.10,contrastive_action_flow,6,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74846,0.15416,0.19027
combined_hard_shift,0.10,contrastive_action_flow,7,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74558,0.15495,0.18852
combined_hard_shift,0.10,contrastive_action_flow,8,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.73553,0.15024,0.19107
combined_hard_shift,0.10,contrastive_action_flow,9,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.73494,0.15053,0.19474
combined_hard_shift,0.10,learned_correlation_classifier,0,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75592,0.14679,0.21133
combined_hard_shift,0.10,learned_correlation_classifier,1,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74850,0.14569,0.21026
combined_hard_shift,0.10,learned_correlation_classifier,2,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75322,0.14622,0.20770
combined_hard_shift,0.10,learned_correlation_classifier,3,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74674,0.14391,0.20801
combined_hard_shift,0.10,learned_correlation_classifier,4,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.75362,0.14950,0.20250
combined_hard_shift,0.10,learned_correlation_classifier,5,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74283,0.14204,0.21532
combined_hard_shift,0.10,learned_correlation_classifier,6,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74188,0.14072,0.21613
combined_hard_shift,0.10,learned_correlation_classifier,7,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.73802,0.13896,0.21770
combined_hard_shift,0.10,learned_correlation_classifier,8,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.74237,0.14105,0.21529
combined_hard_shift,0.10,learned_correlation_classifier,9,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.73401,0.13649,0.22391
combined_hard_shift,0.10,oracle_causal_mask,0,64,1.00000,0.98438,0.98438,0.00000,0.00000,1.00000,0.96906,0.02145
combined_hard_shift,0.10,oracle_causal_mask,1,64,1.00000,0.98438,0.98438,0.00000,0.00000,1.00000,0.96906,0.02140
combined_hard_shift,0.10,oracle_causal_mask,2,64,1.00000,0.98438,0.98438,0.01562,0.01562,1.00000,0.96344,0.02143
combined_hard_shift,0.10,oracle_causal_mask,3,64,1.00000,0.98438,0.98438,0.01562,0.01562,1.00000,0.96344,0.02146
combined_hard_shift,0.10,oracle_causal_mask,4,64,1.00000,0.96875,0.96875,0.01562,0.01562,1.00000,0.95250,0.02147
combined_hard_shift,0.10,oracle_causal_mask,5,64,1.00000,1.00000,1.00000,0.00000,0.00000,1.00000,0.98000,0.02156
combined_hard_shift,0.10,oracle_causal_mask,6,64,1.00000,0.98438,0.98438,0.00000,0.00000,1.00000,0.96906,0.02151
combined_hard_shift,0.10,oracle_causal_mask,7,64,1.00000,0.98438,0.98438,0.00000,0.00000,1.00000,0.96906,0.02143
combined_hard_shift,0.10,oracle_causal_mask,8,64,1.00000,0.95312,0.95312,0.03125,0.03125,1.00000,0.93594,0.02145
combined_hard_shift,0.10,oracle_causal_mask,9,64,1.00000,0.98438,0.98438,0.01562,0.01562,1.00000,0.96344,0.02151
combined_hard_shift,0.10,world_model_flow_predictor,0,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77830,0.15964,0.19266
combined_hard_shift,0.10,world_model_flow_predictor,1,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77076,0.15312,0.19821
combined_hard_shift,0.10,world_model_flow_predictor,2,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.78079,0.15875,0.19352
combined_hard_shift,0.10,world_model_flow_predictor,3,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77756,0.15852,0.19545
combined_hard_shift,0.10,world_model_flow_predictor,4,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77241,0.15728,0.20315
combined_hard_shift,0.10,world_model_flow_predictor,5,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.76406,0.15070,0.20475
combined_hard_shift,0.10,world_model_flow_predictor,6,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77693,0.15664,0.19983
combined_hard_shift,0.10,world_model_flow_predictor,7,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.78535,0.16177,0.19054
combined_hard_shift,0.10,world_model_flow_predictor,8,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77657,0.15518,0.19789
combined_hard_shift,0.10,world_model_flow_predictor,9,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.77603,0.15337,0.19522
combined_hard_shift,0.20,calibrated_tree_flow_proxy,0,64,0.29688,0.23438,0.78947,0.05263,0.05263,0.78091,0.31862,0.22247
combined_hard_shift,0.20,calibrated_tree_flow_proxy,1,64,0.26562,0.21875,0.82353,0.05882,0.05882,0.76963,0.30285,0.22561
combined_hard_shift,0.20,calibrated_tree_flow_proxy,2,64,0.28125,0.17188,0.61111,0.27778,0.27778,0.77422,0.24968,0.22122
combined_hard_shift,0.20,calibrated_tree_flow_proxy,3,64,0.34375,0.21875,0.63636,0.04545,0.04545,0.77569,0.30618,0.21966
combined_hard_shift,0.20,calibrated_tree_flow_proxy,4,64,0.25000,0.20312,0.81250,0.12500,0.12500,0.77460,0.29169,0.21845
combined_hard_shift,0.20,calibrated_tree_flow_proxy,5,64,0.25000,0.17188,0.68750,0.12500,0.12500,0.76658,0.26400,0.22745
combined_hard_shift,0.20,calibrated_tree_flow_proxy,6,64,0.26562,0.21875,0.82353,0.17647,0.17647,0.77095,0.29136,0.22720
combined_hard_shift,0.20,calibrated_tree_flow_proxy,7,64,0.31250,0.28125,0.90000,0.00000,0.00000,0.76902,0.35204,0.22510
combined_hard_shift,0.20,calibrated_tree_flow_proxy,8,64,0.25000,0.18750,0.75000,0.00000,0.00000,0.76858,0.28610,0.22628
combined_hard_shift,0.20,calibrated_tree_flow_proxy,9,64,0.23438,0.17188,0.73333,0.13333,0.13333,0.76151,0.25998,0.23204
combined_hard_shift,0.20,causal_scene_flow_model_v5,0,64,0.32812,0.29688,0.90476,0.09524,0.09524,0.77145,0.35169,0.20777
combined_hard_shift,0.20,causal_scene_flow_model_v5,1,64,0.28125,0.21875,0.77778,0.05556,0.05556,0.75809,0.29512,0.21330
combined_hard_shift,0.20,causal_scene_flow_model_v5,2,64,0.35938,0.26562,0.73913,0.00000,0.00000,0.76600,0.33907,0.20815
combined_hard_shift,0.20,causal_scene_flow_model_v5,3,64,0.35938,0.31250,0.86957,0.04348,0.04348,0.76472,0.36598,0.21015
combined_hard_shift,0.20,causal_scene_flow_model_v5,4,64,0.23438,0.18750,0.80000,0.00000,0.00000,0.76307,0.28638,0.21502
combined_hard_shift,0.20,causal_scene_flow_model_v5,5,64,0.25000,0.20312,0.81250,0.00000,0.00000,0.75796,0.29041,0.21806
combined_hard_shift,0.20,causal_scene_flow_model_v5,6,64,0.37500,0.26562,0.70833,0.12500,0.12500,0.76677,0.32082,0.21412
combined_hard_shift,0.20,causal_scene_flow_model_v5,7,64,0.39062,0.25000,0.64000,0.04000,0.04000,0.77059,0.32572,0.20573
combined_hard_shift,0.20,causal_scene_flow_model_v5,8,64,0.31250,0.21875,0.70000,0.10000,0.10000,0.77320,0.29499,0.21086
combined_hard_shift,0.20,causal_scene_flow_model_v5,9,64,0.31250,0.20312,0.65000,0.20000,0.20000,0.76192,0.26488,0.21374
