split,risk_budget,target,reference,metric,mean_diff,ci95,lower95,target_better_seeds,seeds
distractor_contact_shift,0.05,causal_scene_flow_model_v5,learned_correlation_classifier,coverage,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.05,causal_scene_flow_model_v5,learned_correlation_classifier,fixed_risk_success,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.05,causal_scene_flow_model_v5,learned_correlation_classifier,executed_success,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.05,causal_scene_flow_model_v5,learned_correlation_classifier,false_safe_rate,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.05,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,coverage,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.05,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,fixed_risk_success,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.05,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,executed_success,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.05,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,false_safe_rate,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.05,causal_scene_flow_model_v5,contrastive_action_flow,coverage,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.05,causal_scene_flow_model_v5,contrastive_action_flow,fixed_risk_success,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.05,causal_scene_flow_model_v5,contrastive_action_flow,executed_success,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.05,causal_scene_flow_model_v5,contrastive_action_flow,false_safe_rate,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.05,causal_scene_flow_model_v5,world_model_flow_predictor,coverage,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.05,causal_scene_flow_model_v5,world_model_flow_predictor,fixed_risk_success,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.05,causal_scene_flow_model_v5,world_model_flow_predictor,executed_success,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.05,causal_scene_flow_model_v5,world_model_flow_predictor,false_safe_rate,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.05,causal_scene_flow_model_v5,oracle_causal_mask,coverage,-1.00000,0.00000,-1.00000,0,10
distractor_contact_shift,0.05,causal_scene_flow_model_v5,oracle_causal_mask,fixed_risk_success,-0.96719,0.01736,-0.98454,0,10
distractor_contact_shift,0.05,causal_scene_flow_model_v5,oracle_causal_mask,executed_success,-0.96719,0.01736,-0.98454,0,10
distractor_contact_shift,0.05,causal_scene_flow_model_v5,oracle_causal_mask,false_safe_rate,-0.02031,0.01026,-0.03057,7,10
distractor_contact_shift,0.10,causal_scene_flow_model_v5,learned_correlation_classifier,coverage,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.10,causal_scene_flow_model_v5,learned_correlation_classifier,fixed_risk_success,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.10,causal_scene_flow_model_v5,learned_correlation_classifier,executed_success,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.10,causal_scene_flow_model_v5,learned_correlation_classifier,false_safe_rate,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.10,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,coverage,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.10,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,fixed_risk_success,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.10,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,executed_success,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.10,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,false_safe_rate,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.10,causal_scene_flow_model_v5,contrastive_action_flow,coverage,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.10,causal_scene_flow_model_v5,contrastive_action_flow,fixed_risk_success,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.10,causal_scene_flow_model_v5,contrastive_action_flow,executed_success,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.10,causal_scene_flow_model_v5,contrastive_action_flow,false_safe_rate,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.10,causal_scene_flow_model_v5,world_model_flow_predictor,coverage,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.10,causal_scene_flow_model_v5,world_model_flow_predictor,fixed_risk_success,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.10,causal_scene_flow_model_v5,world_model_flow_predictor,executed_success,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.10,causal_scene_flow_model_v5,world_model_flow_predictor,false_safe_rate,0.00000,0.00000,0.00000,0,10
distractor_contact_shift,0.10,causal_scene_flow_model_v5,oracle_causal_mask,coverage,-1.00000,0.00000,-1.00000,0,10
distractor_contact_shift,0.10,causal_scene_flow_model_v5,oracle_causal_mask,fixed_risk_success,-0.97813,0.00817,-0.98629,0,10
distractor_contact_shift,0.10,causal_scene_flow_model_v5,oracle_causal_mask,executed_success,-0.97813,0.00817,-0.98629,0,10
distractor_contact_shift,0.10,causal_scene_flow_model_v5,oracle_causal_mask,false_safe_rate,-0.01094,0.00919,-0.02012,5,10
distractor_contact_shift,0.20,causal_scene_flow_model_v5,learned_correlation_classifier,coverage,-0.08906,0.03821,-0.12727,0,10
distractor_contact_shift,0.20,causal_scene_flow_model_v5,learned_correlation_classifier,fixed_risk_success,-0.06875,0.05026,-0.11901,1,10
distractor_contact_shift,0.20,causal_scene_flow_model_v5,learned_correlation_classifier,executed_success,-0.00244,0.09527,-0.09771,3,10
distractor_contact_shift,0.20,causal_scene_flow_model_v5,learned_correlation_classifier,false_safe_rate,-0.00514,0.06549,-0.07063,7,10
distractor_contact_shift,0.20,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,coverage,-0.00781,0.02967,-0.03749,3,10
distractor_contact_shift,0.20,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,fixed_risk_success,-0.00468,0.02664,-0.03132,4,10
distractor_contact_shift,0.20,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,executed_success,-0.00570,0.06020,-0.06590,4,10
distractor_contact_shift,0.20,causal_scene_flow_model_v5,calibrated_tree_flow_proxy,false_safe_rate,0.02890,0.06956,-0.04066,3,10
distractor_contact_shift,0.20,causal_scene_flow_model_v5,contrastive_action_flow,coverage,-0.24063,0.03933,-0.27995,0,10
distractor_contact_shift,0.20,causal_scene_flow_model_v5,contrastive_action_flow,fixed_risk_success,-0.17031,0.03608,-0.20639,0,10
distractor_contact_shift,0.20,causal_scene_flow_model_v5,contrastive_action_flow,executed_success,0.02752,0.06226,-0.03475,7,10
distractor_contact_shift,0.20,causal_scene_flow_model_v5,contrastive_action_flow,false_safe_rate,0.01675,0.05124,-0.03448,4,10
distractor_contact_shift,0.20,causal_scene_flow_model_v5,world_model_flow_predictor,coverage,-0.14531,0.03131,-0.17663,0,10
distractor_contact_shift,0.20,causal_scene_flow_model_v5,world_model_flow_predictor,fixed_risk_success,-0.13125,0.02337,-0.15462,0,10
distractor_contact_shift,0.20,causal_scene_flow_model_v5,world_model_flow_predictor,executed_success,-0.05150,0.04880,-0.10030,2,10
distractor_contact_shift,0.20,causal_scene_flow_model_v5,world_model_flow_predictor,false_safe_rate,0.01361,0.06748,-0.05387,6,10
distractor_contact_shift,0.20,causal_scene_flow_model_v5,oracle_causal_mask,coverage,-0.71875,0.04810,-0.76685,0,10
distractor_contact_shift,0.20,causal_scene_flow_model_v5,oracle_causal_mask,fixed_risk_success,-0.75000,0.03954,-0.78954,0,10
distractor_contact_shift,0.20,causal_scene_flow_model_v5,oracle_causal_mask,executed_success,-0.19447,0.03106,-0.22554,0,10
distractor_contact_shift,0.20,causal_scene_flow_model_v5,oracle_causal_mask,false_safe_rate,0.09079,0.04975,0.04104,1,10
