stress_axis,stress_level,split,method,seed,rows,mask_f1,precision,recall,occluded_recall,passive_false_attribution,effect_error,target_success,unsafe_contact,brier,calibration_error,risk_upper,coverage,counterfactual_gap,intervention_consistency,causal_utility
articulation_delay,0.25,combined_hard_shift,action_direction_projection,0,32,0.59437,0.47133,0.86367,0.72753,0.45662,0.45721,0.56250,0.21875,0.20227,0.28057,0.25887,1.00000,0.34326,0.66259,0.40738
articulation_delay,0.25,combined_hard_shift,action_direction_projection,1,32,0.59995,0.47284,0.86479,0.69099,0.42503,0.49331,0.53125,0.06250,0.19488,0.28064,0.25073,1.00000,0.34414,0.67029,0.44520
articulation_delay,0.25,combined_hard_shift,action_direction_projection,2,32,0.58108,0.45730,0.86660,0.71907,0.46324,0.46359,0.50000,0.09375,0.20885,0.29445,0.26275,1.00000,0.33332,0.65673,0.40463
articulation_delay,0.25,combined_hard_shift,action_direction_projection,3,32,0.55133,0.42023,0.87101,0.73387,0.52233,0.46127,0.50000,0.18750,0.22419,0.31280,0.28132,1.00000,0.30800,0.63171,0.35616
articulation_delay,0.25,combined_hard_shift,action_direction_projection,4,32,0.61050,0.48828,0.85943,0.68897,0.45262,0.48032,0.50000,0.21875,0.19343,0.27607,0.25730,1.00000,0.34760,0.66462,0.36555
articulation_delay,0.25,combined_hard_shift,action_direction_projection,5,32,0.56039,0.42872,0.87965,0.74939,0.51940,0.48114,0.37500,0.21875,0.21450,0.30754,0.27898,1.00000,0.32621,0.64407,0.25950
articulation_delay,0.25,combined_hard_shift,action_direction_projection,6,32,0.57834,0.44799,0.86996,0.70159,0.52229,0.46534,0.40625,0.25000,0.20969,0.29653,0.27871,1.00000,0.33109,0.64345,0.27353
articulation_delay,0.25,combined_hard_shift,action_direction_projection,7,32,0.58587,0.46277,0.86945,0.71453,0.47287,0.47170,0.56250,0.21875,0.20744,0.29944,0.26582,1.00000,0.33628,0.65689,0.40252
articulation_delay,0.25,combined_hard_shift,action_direction_projection,8,32,0.56627,0.43996,0.87240,0.71204,0.55091,0.44696,0.56250,0.18750,0.22609,0.30949,0.28844,1.00000,0.31875,0.63138,0.39969
articulation_delay,0.25,combined_hard_shift,action_direction_projection,9,32,0.52567,0.39001,0.86724,0.68434,0.57460,0.48752,0.43750,0.21875,0.23671,0.32437,0.29729,1.00000,0.29881,0.61445,0.28714
articulation_delay,0.25,combined_hard_shift,calibrated_tree_flow_proxy,0,32,0.77900,0.70657,0.89084,0.85741,0.26949,0.36164,0.71875,0.21875,0.11442,0.18976,0.21869,1.00000,0.38728,0.73372,0.58302
articulation_delay,0.25,combined_hard_shift,calibrated_tree_flow_proxy,1,32,0.76269,0.67829,0.88599,0.84573,0.26871,0.40439,0.65625,0.15625,0.11252,0.18653,0.21900,1.00000,0.39259,0.73539,0.55689
articulation_delay,0.25,combined_hard_shift,calibrated_tree_flow_proxy,2,32,0.77613,0.69766,0.89803,0.86129,0.25500,0.37072,0.68750,0.12500,0.11440,0.19714,0.21586,1.00000,0.38585,0.73803,0.59615
articulation_delay,0.25,combined_hard_shift,calibrated_tree_flow_proxy,3,32,0.72346,0.61235,0.89562,0.87080,0.33696,0.39620,0.56250,0.12500,0.12015,0.19822,0.23677,1.00000,0.37960,0.71612,0.48623
articulation_delay,0.25,combined_hard_shift,calibrated_tree_flow_proxy,4,32,0.77664,0.69482,0.90253,0.87170,0.27519,0.37483,0.62500,0.12500,0.11183,0.18518,0.21971,1.00000,0.39779,0.74097,0.55017
articulation_delay,0.25,combined_hard_shift,calibrated_tree_flow_proxy,5,32,0.74329,0.64574,0.88951,0.86548,0.29309,0.38153,0.50000,0.15625,0.11724,0.19949,0.22617,1.00000,0.38328,0.72610,0.44174
articulation_delay,0.25,combined_hard_shift,calibrated_tree_flow_proxy,6,32,0.75004,0.66131,0.88897,0.85021,0.30000,0.34129,0.81250,0.12500,0.11630,0.19222,0.22729,1.00000,0.38776,0.72677,0.67449
articulation_delay,0.25,combined_hard_shift,calibrated_tree_flow_proxy,7,32,0.78088,0.70691,0.89487,0.83514,0.23955,0.35184,0.56250,0.06250,0.11346,0.19733,0.21236,1.00000,0.39278,0.74421,0.53564
articulation_delay,0.25,combined_hard_shift,calibrated_tree_flow_proxy,8,32,0.74695,0.65732,0.89238,0.84113,0.30782,0.33438,0.68750,0.18750,0.11830,0.19817,0.22934,1.00000,0.38111,0.72248,0.56296
articulation_delay,0.25,combined_hard_shift,calibrated_tree_flow_proxy,9,32,0.72784,0.62969,0.88551,0.83811,0.32929,0.37406,0.56250,0.03125,0.12103,0.19930,0.23517,1.00000,0.37441,0.71248,0.52249
articulation_delay,0.25,combined_hard_shift,causal_scene_flow_model_v5,0,32,0.76328,0.66956,0.91158,0.88102,0.26466,0.49370,0.71875,0.15625,0.11319,0.19351,0.21053,1.00000,0.48282,0.78985,0.60240
articulation_delay,0.25,combined_hard_shift,causal_scene_flow_model_v5,1,32,0.76040,0.65940,0.91655,0.88979,0.28652,0.60691,0.43750,0.03125,0.10923,0.18894,0.21555,1.00000,0.49107,0.79062,0.44074
articulation_delay,0.25,combined_hard_shift,causal_scene_flow_model_v5,2,32,0.76359,0.66479,0.91515,0.89150,0.25217,0.49500,0.65625,0.09375,0.11186,0.20141,0.20837,1.00000,0.48393,0.79411,0.58313
articulation_delay,0.25,combined_hard_shift,causal_scene_flow_model_v5,3,32,0.71341,0.59584,0.89955,0.86452,0.34040,0.59997,0.43750,0.03125,0.11771,0.19495,0.22934,1.00000,0.47729,0.76718,0.42436
articulation_delay,0.25,combined_hard_shift,causal_scene_flow_model_v5,4,32,0.75974,0.65774,0.92067,0.88911,0.29157,0.57359,0.68750,0.03125,0.11074,0.19156,0.21684,1.00000,0.50322,0.79690,0.61778
articulation_delay,0.25,combined_hard_shift,causal_scene_flow_model_v5,5,32,0.74141,0.63480,0.90989,0.90492,0.29800,0.61173,0.56250,0.03125,0.11345,0.19693,0.21912,1.00000,0.47671,0.77890,0.52213
articulation_delay,0.25,combined_hard_shift,causal_scene_flow_model_v5,6,32,0.75029,0.65860,0.90331,0.88192,0.29213,0.53089,0.50000,0.12500,0.11427,0.19221,0.21774,1.00000,0.48348,0.78200,0.45198
articulation_delay,0.25,combined_hard_shift,causal_scene_flow_model_v5,7,32,0.77107,0.68731,0.91012,0.89657,0.24319,0.51465,0.59375,0.06250,0.10909,0.19539,0.20581,1.00000,0.48976,0.79781,0.55217
articulation_delay,0.25,combined_hard_shift,causal_scene_flow_model_v5,8,32,0.76357,0.68745,0.89047,0.83971,0.24281,0.50586,0.78125,0.00000,0.11248,0.19151,0.20566,1.00000,0.47571,0.78548,0.70381
articulation_delay,0.25,combined_hard_shift,causal_scene_flow_model_v5,9,32,0.74419,0.66496,0.87655,0.82621,0.26854,0.55743,0.59375,0.15625,0.11214,0.18605,0.21141,1.00000,0.46596,0.77112,0.50531
articulation_delay,0.25,combined_hard_shift,contrastive_action_flow,0,32,0.76457,0.73640,0.82183,0.69586,0.23543,0.28466,0.78125,0.18750,0.11761,0.17905,0.17866,1.00000,0.35635,0.70718,0.64124
articulation_delay,0.25,combined_hard_shift,contrastive_action_flow,1,32,0.75010,0.71704,0.80664,0.69787,0.21834,0.30965,0.62500,0.15625,0.11556,0.17549,0.17514,1.00000,0.36035,0.70907,0.54157
articulation_delay,0.25,combined_hard_shift,contrastive_action_flow,2,32,0.74999,0.71205,0.81622,0.69724,0.22975,0.29272,0.68750,0.18750,0.11758,0.18698,0.17840,1.00000,0.35355,0.70552,0.57328
articulation_delay,0.25,combined_hard_shift,contrastive_action_flow,3,32,0.69361,0.61821,0.80907,0.69258,0.31131,0.33357,0.62500,0.18750,0.12356,0.18805,0.19971,1.00000,0.34558,0.68157,0.50540
articulation_delay,0.25,combined_hard_shift,contrastive_action_flow,4,32,0.75625,0.71950,0.82122,0.69788,0.23974,0.28942,0.62500,0.18750,0.11458,0.17397,0.17961,1.00000,0.36628,0.71124,0.53021
articulation_delay,0.25,combined_hard_shift,contrastive_action_flow,5,32,0.72601,0.65764,0.82798,0.74416,0.27429,0.33492,0.56250,0.06250,0.12048,0.18966,0.18992,1.00000,0.35090,0.69740,0.51809
articulation_delay,0.25,combined_hard_shift,contrastive_action_flow,6,32,0.72729,0.67761,0.81307,0.70551,0.27106,0.27607,0.62500,0.06250,0.11990,0.18215,0.18898,1.00000,0.35447,0.69609,0.56580
articulation_delay,0.25,combined_hard_shift,contrastive_action_flow,7,32,0.75473,0.71369,0.82645,0.71323,0.22693,0.29185,0.59375,0.15625,0.11639,0.18740,0.17761,1.00000,0.36203,0.71321,0.52097
articulation_delay,0.25,combined_hard_shift,contrastive_action_flow,8,32,0.70872,0.65462,0.80794,0.67086,0.30712,0.29135,0.71875,0.18750,0.12272,0.18929,0.19859,1.00000,0.34771,0.68331,0.57668
articulation_delay,0.25,combined_hard_shift,contrastive_action_flow,9,32,0.71009,0.65536,0.80705,0.66269,0.29234,0.30212,0.65625,0.00000,0.12508,0.19023,0.19519,1.00000,0.34153,0.68311,0.60175
articulation_delay,0.25,combined_hard_shift,learned_correlation_classifier,0,32,0.75966,0.69087,0.87525,0.81666,0.30531,0.35018,0.53125,0.06250,0.12547,0.20381,0.20366,1.00000,0.35824,0.70668,0.49807
articulation_delay,0.25,combined_hard_shift,learned_correlation_classifier,1,32,0.75155,0.67052,0.87278,0.82232,0.28090,0.38193,0.62500,0.15625,0.12266,0.19925,0.19751,1.00000,0.36285,0.71381,0.53053
articulation_delay,0.25,combined_hard_shift,learned_correlation_classifier,2,32,0.75158,0.67510,0.88082,0.83290,0.29369,0.35101,0.59375,0.18750,0.12562,0.21077,0.20136,1.00000,0.35609,0.70957,0.49722
articulation_delay,0.25,combined_hard_shift,learned_correlation_classifier,3,32,0.69957,0.58876,0.88091,0.84390,0.37760,0.38774,0.43750,0.18750,0.13164,0.21290,0.22400,1.00000,0.34847,0.68717,0.36456
articulation_delay,0.25,combined_hard_shift,learned_correlation_classifier,4,32,0.76088,0.68823,0.87918,0.81385,0.29375,0.35047,0.65625,0.09375,0.12248,0.19846,0.20034,1.00000,0.36572,0.71414,0.57679
articulation_delay,0.25,combined_hard_shift,learned_correlation_classifier,5,32,0.71640,0.61194,0.88224,0.85316,0.34642,0.38582,0.62500,0.18750,0.12825,0.21365,0.21577,1.00000,0.35475,0.69764,0.50362
articulation_delay,0.25,combined_hard_shift,learned_correlation_classifier,6,32,0.72365,0.63179,0.87526,0.81805,0.34832,0.33909,0.56250,0.09375,0.12760,0.20710,0.21600,1.00000,0.35786,0.69703,0.49728
articulation_delay,0.25,combined_hard_shift,learned_correlation_classifier,7,32,0.75832,0.67423,0.89237,0.82661,0.28116,0.35634,0.75000,0.09375,0.12455,0.21122,0.19794,1.00000,0.36376,0.71932,0.64378
articulation_delay,0.25,combined_hard_shift,learned_correlation_classifier,8,32,0.71055,0.61886,0.87508,0.80474,0.37560,0.33850,0.65625,0.12500,0.13132,0.21461,0.22367,1.00000,0.35107,0.68745,0.54517
articulation_delay,0.25,combined_hard_shift,learned_correlation_classifier,9,32,0.70206,0.60535,0.87015,0.80476,0.37800,0.35553,0.59375,0.25000,0.13394,0.21620,0.22482,1.00000,0.34610,0.68305,0.45323
articulation_delay,0.25,combined_hard_shift,oracle_causal_mask,0,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1.00000,0.06250,0.00001,0.00174,0.02051,1.00000,0.99400,1.00000,0.95750
articulation_delay,0.25,combined_hard_shift,oracle_causal_mask,1,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1.00000,0.03125,0.00001,0.00171,0.02077,1.00000,0.99400,1.00000,0.96875
articulation_delay,0.25,combined_hard_shift,oracle_causal_mask,2,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.03125,0.00001,0.00180,0.02058,1.00000,0.99400,1.00000,0.94687
articulation_delay,0.25,combined_hard_shift,oracle_causal_mask,3,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1.00000,0.00000,0.00001,0.00178,0.02056,1.00000,0.99400,1.00000,0.98000
