stress_axis,stress_level,split,method,seed,rows,mask_f1,precision,recall,occluded_recall,passive_false_attribution,effect_error,target_success,unsafe_contact,brier,calibration_error,risk_upper,coverage,counterfactual_gap,intervention_consistency,causal_utility
articulation_delay,1.50,combined_hard_shift,learned_correlation_classifier,3,32,0.74253,0.65442,0.88356,0.85479,0.33260,0.37866,0.62500,0.25000,0.13040,0.20550,0.22292,1.00000,0.33246,0.68943,0.48640
articulation_delay,1.50,combined_hard_shift,learned_correlation_classifier,4,32,0.70067,0.60528,0.86655,0.82437,0.38769,0.36438,0.53125,0.15625,0.13613,0.21486,0.23889,1.00000,0.33171,0.67250,0.44005
articulation_delay,1.50,combined_hard_shift,learned_correlation_classifier,5,32,0.69991,0.61216,0.85526,0.76680,0.37560,0.34544,0.59375,0.21875,0.13718,0.21356,0.23642,1.00000,0.32729,0.66993,0.46345
articulation_delay,1.50,combined_hard_shift,learned_correlation_classifier,6,32,0.71791,0.62769,0.87341,0.80399,0.35278,0.37335,0.62500,0.09375,0.13031,0.21393,0.22928,1.00000,0.33983,0.68619,0.53622
articulation_delay,1.50,combined_hard_shift,learned_correlation_classifier,7,32,0.69708,0.60506,0.85139,0.78726,0.39989,0.40472,0.65625,0.12500,0.13604,0.20666,0.24210,1.00000,0.32218,0.66092,0.53295
articulation_delay,1.50,combined_hard_shift,learned_correlation_classifier,8,32,0.75585,0.67900,0.87277,0.82505,0.27548,0.37746,0.62500,0.09375,0.12255,0.20012,0.20704,1.00000,0.35023,0.70843,0.55399
articulation_delay,1.50,combined_hard_shift,learned_correlation_classifier,9,32,0.75838,0.69195,0.86495,0.82998,0.27468,0.37952,0.68750,0.25000,0.12342,0.19850,0.20687,1.00000,0.34864,0.70575,0.54155
articulation_delay,1.50,combined_hard_shift,oracle_causal_mask,0,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1.00000,0.06250,0.00001,0.00177,0.02361,1.00000,0.99400,1.00000,0.95750
articulation_delay,1.50,combined_hard_shift,oracle_causal_mask,1,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1.00000,0.03125,0.00001,0.00178,0.02388,1.00000,0.99400,1.00000,0.96875
articulation_delay,1.50,combined_hard_shift,oracle_causal_mask,2,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.03125,0.00001,0.00175,0.02378,1.00000,0.99400,1.00000,0.94687
articulation_delay,1.50,combined_hard_shift,oracle_causal_mask,3,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1.00000,0.00000,0.00001,0.00175,0.02379,1.00000,0.99400,1.00000,0.98000
articulation_delay,1.50,combined_hard_shift,oracle_causal_mask,4,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.93750,0.00000,0.00001,0.00177,0.02365,1.00000,0.99400,1.00000,0.93625
articulation_delay,1.50,combined_hard_shift,oracle_causal_mask,5,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.03125,0.00001,0.00176,0.02375,1.00000,0.99400,1.00000,0.94688
articulation_delay,1.50,combined_hard_shift,oracle_causal_mask,6,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.00000,0.00001,0.00181,0.02377,1.00000,0.99400,1.00000,0.95813
articulation_delay,1.50,combined_hard_shift,oracle_causal_mask,7,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.00000,0.00001,0.00172,0.02375,1.00000,0.99400,1.00000,0.95813
articulation_delay,1.50,combined_hard_shift,oracle_causal_mask,8,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.00000,0.00001,0.00178,0.02378,1.00000,0.99400,1.00000,0.95813
articulation_delay,1.50,combined_hard_shift,oracle_causal_mask,9,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.03125,0.00001,0.00175,0.02374,1.00000,0.99400,1.00000,0.94687
articulation_delay,1.50,combined_hard_shift,world_model_flow_predictor,0,32,0.75988,0.72681,0.82437,0.77305,0.20478,0.52962,0.68750,0.09375,0.11896,0.18288,0.20339,1.00000,0.36179,0.71742,0.59882
articulation_delay,1.50,combined_hard_shift,world_model_flow_predictor,1,32,0.74671,0.68606,0.85051,0.81051,0.25452,0.45413,0.81250,0.06250,0.11745,0.19071,0.21626,1.00000,0.38972,0.72779,0.69527
articulation_delay,1.50,combined_hard_shift,world_model_flow_predictor,2,32,0.76256,0.71224,0.85296,0.81032,0.23813,0.51972,0.53125,0.18750,0.11727,0.18816,0.21164,1.00000,0.39718,0.73592,0.45494
articulation_delay,1.50,combined_hard_shift,world_model_flow_predictor,3,32,0.76615,0.73649,0.82402,0.79323,0.19244,0.53718,0.56250,0.12500,0.11003,0.17014,0.19884,1.00000,0.38259,0.73085,0.50371
articulation_delay,1.50,combined_hard_shift,world_model_flow_predictor,4,32,0.75004,0.70851,0.83848,0.78786,0.23105,0.53446,0.50000,0.06250,0.12011,0.18580,0.20990,1.00000,0.38087,0.72523,0.47474
articulation_delay,1.50,combined_hard_shift,world_model_flow_predictor,5,32,0.74498,0.70836,0.82124,0.73519,0.22190,0.49579,0.62500,0.15625,0.11804,0.18385,0.20809,1.00000,0.37399,0.71918,0.53037
articulation_delay,1.50,combined_hard_shift,world_model_flow_predictor,6,32,0.75211,0.70200,0.84740,0.79905,0.22459,0.54916,0.68750,0.21875,0.11380,0.18663,0.20794,1.00000,0.39166,0.73458,0.55109
articulation_delay,1.50,combined_hard_shift,world_model_flow_predictor,7,32,0.77930,0.77044,0.81815,0.76352,0.18077,0.58816,0.65625,0.21875,0.11249,0.16418,0.19568,1.00000,0.36975,0.72522,0.53536
articulation_delay,1.50,combined_hard_shift,world_model_flow_predictor,8,32,0.76332,0.70837,0.85943,0.80501,0.23470,0.55988,0.59375,0.25000,0.11161,0.18513,0.20976,1.00000,0.41366,0.74692,0.47563
articulation_delay,1.50,combined_hard_shift,world_model_flow_predictor,9,32,0.77847,0.72949,0.86814,0.83551,0.20647,0.47900,0.75000,0.06250,0.10937,0.18280,0.20206,1.00000,0.41371,0.75542,0.66419
combined,0.00,combined_hard_shift,action_direction_projection,0,32,0.85926,0.77998,0.99593,0.90625,0.22289,0.21190,0.87500,0.15625,0.14106,0.31542,0.16375,1.00000,0.51453,0.83746,0.75477
combined,0.00,combined_hard_shift,action_direction_projection,1,32,0.89059,0.81865,0.99794,1.00000,0.16489,0.18312,0.78125,0.03125,0.13521,0.30718,0.14706,1.00000,0.52285,0.85507,0.74996
combined,0.00,combined_hard_shift,action_direction_projection,2,32,0.84575,0.75960,0.99771,0.93750,0.25931,0.22256,0.93750,0.06250,0.14194,0.31326,0.17269,1.00000,0.50895,0.82701,0.82384
combined,0.00,combined_hard_shift,action_direction_projection,3,32,0.88491,0.81558,0.99530,0.87500,0.18377,0.18042,0.81250,0.06250,0.13406,0.30520,0.15076,1.00000,0.53497,0.85653,0.75774
combined,0.00,combined_hard_shift,action_direction_projection,4,32,0.87388,0.79649,0.99224,0.84375,0.18741,0.20174,0.78125,0.12500,0.13420,0.30307,0.15198,1.00000,0.52277,0.84859,0.70893
combined,0.00,combined_hard_shift,action_direction_projection,5,32,0.86384,0.78326,0.99478,0.93750,0.20303,0.21196,0.71875,0.09375,0.14239,0.31749,0.15864,1.00000,0.51547,0.84202,0.67155
combined,0.00,combined_hard_shift,action_direction_projection,6,32,0.91029,0.85497,0.99329,0.90625,0.13915,0.14541,0.84375,0.06250,0.13384,0.30426,0.14013,1.00000,0.52697,0.86167,0.79175
combined,0.00,combined_hard_shift,action_direction_projection,7,32,0.89657,0.83297,0.99681,0.93750,0.18134,0.17176,0.90625,0.03125,0.13715,0.30816,0.15156,1.00000,0.51771,0.84849,0.83633
combined,0.00,combined_hard_shift,action_direction_projection,8,32,0.87810,0.80820,0.99686,0.93750,0.20611,0.18476,0.87500,0.12500,0.13630,0.30739,0.15787,1.00000,0.52467,0.84667,0.77378
combined,0.00,combined_hard_shift,action_direction_projection,9,32,0.88997,0.82278,0.99784,0.96875,0.18346,0.18111,0.75000,0.12500,0.13792,0.30980,0.15195,1.00000,0.51735,0.84810,0.69129
combined,0.00,combined_hard_shift,calibrated_tree_flow_proxy,0,32,0.93427,0.88492,0.99465,1.00000,0.08424,0.13583,0.90625,0.03125,0.07542,0.18184,0.13982,1.00000,0.52395,0.87253,0.85905
combined,0.00,combined_hard_shift,calibrated_tree_flow_proxy,1,32,0.92082,0.86261,0.99456,1.00000,0.10390,0.15751,0.81250,0.09375,0.07509,0.18239,0.14460,1.00000,0.53276,0.87276,0.76514
combined,0.00,combined_hard_shift,calibrated_tree_flow_proxy,2,32,0.92252,0.86666,0.99196,0.96875,0.10042,0.15084,0.90625,0.03125,0.07866,0.18164,0.14382,1.00000,0.50871,0.86035,0.85287
combined,0.00,combined_hard_shift,calibrated_tree_flow_proxy,3,32,0.93798,0.89454,0.99132,0.93750,0.07643,0.12664,0.90625,0.00000,0.07224,0.17851,0.13625,1.00000,0.54404,0.88383,0.87374
combined,0.00,combined_hard_shift,calibrated_tree_flow_proxy,4,32,0.91969,0.85937,0.99467,1.00000,0.11177,0.16026,0.87500,0.09375,0.07485,0.18085,0.14573,1.00000,0.53505,0.87225,0.80754
combined,0.00,combined_hard_shift,calibrated_tree_flow_proxy,5,32,0.92768,0.87480,0.99246,1.00000,0.08916,0.14496,0.78125,0.06250,0.07576,0.18509,0.14114,1.00000,0.52822,0.87310,0.75818
combined,0.00,combined_hard_shift,calibrated_tree_flow_proxy,6,32,0.92424,0.86910,0.99374,0.96875,0.09992,0.14940,0.87500,0.03125,0.07426,0.18023,0.14340,1.00000,0.53642,0.87533,0.83321
combined,0.00,combined_hard_shift,calibrated_tree_flow_proxy,7,32,0.93298,0.88470,0.99159,0.96875,0.08540,0.14351,0.87500,0.03125,0.07554,0.17930,0.13974,1.00000,0.52225,0.87059,0.83614
combined,0.00,combined_hard_shift,calibrated_tree_flow_proxy,8,32,0.93527,0.88823,0.99200,0.96875,0.08735,0.12910,0.93750,0.09375,0.07327,0.17747,0.13981,1.00000,0.53256,0.87564,0.85899
combined,0.00,combined_hard_shift,calibrated_tree_flow_proxy,9,32,0.90813,0.84072,0.99334,1.00000,0.12099,0.17907,0.87500,0.00000,0.07658,0.18282,0.14855,1.00000,0.52578,0.86506,0.83634
combined,0.00,combined_hard_shift,causal_scene_flow_model_v5,0,32,0.90429,0.83537,0.99559,1.00000,0.13206,0.19862,0.87500,0.12500,0.05897,0.16466,0.13887,1.00000,0.64814,0.92683,0.79564
combined,0.00,combined_hard_shift,causal_scene_flow_model_v5,1,32,0.88162,0.80027,0.99456,1.00000,0.16567,0.22062,0.84375,0.00000,0.06056,0.17023,0.14741,1.00000,0.65947,0.92506,0.80957
combined,0.00,combined_hard_shift,causal_scene_flow_model_v5,2,32,0.88017,0.79686,0.99316,0.96875,0.16785,0.23871,0.81250,0.03125,0.06368,0.16717,0.14768,1.00000,0.62596,0.90653,0.77265
combined,0.00,combined_hard_shift,causal_scene_flow_model_v5,3,32,0.89502,0.82399,0.99129,0.96875,0.14351,0.19748,0.84375,0.03125,0.05734,0.16524,0.14048,1.00000,0.66738,0.93320,0.80549
combined,0.00,combined_hard_shift,causal_scene_flow_model_v5,4,32,0.88182,0.79808,0.99687,1.00000,0.17946,0.21168,0.84375,0.03125,0.06089,0.17122,0.15009,1.00000,0.66234,0.92412,0.79713
combined,0.00,combined_hard_shift,causal_scene_flow_model_v5,5,32,0.88753,0.80913,0.99477,1.00000,0.15026,0.22732,0.81250,0.03125,0.05977,0.16966,0.14343,1.00000,0.65350,0.92541,0.77888
combined,0.00,combined_hard_shift,causal_scene_flow_model_v5,6,32,0.88879,0.81129,0.99602,1.00000,0.15867,0.20990,0.78125,0.06250,0.06025,0.16931,0.14566,1.00000,0.66070,0.92736,0.74623
combined,0.00,combined_hard_shift,causal_scene_flow_model_v5,7,32,0.89322,0.82044,0.99179,0.96875,0.14753,0.20585,0.71875,0.09375,0.06045,0.16671,0.14274,1.00000,0.64462,0.92036,0.69268
combined,0.00,combined_hard_shift,causal_scene_flow_model_v5,8,32,0.90793,0.84241,0.99301,0.96875,0.13410,0.17789,0.87500,0.00000,0.05791,0.16398,0.13904,1.00000,0.65639,0.93001,0.84260
combined,0.00,combined_hard_shift,causal_scene_flow_model_v5,9,32,0.86420,0.76978,0.99334,1.00000,0.19055,0.25893,0.81250,0.06250,0.06246,0.17068,0.15302,1.00000,0.64792,0.91327,0.75571
combined,0.00,combined_hard_shift,contrastive_action_flow,0,32,0.95805,0.93269,0.98786,0.90625,0.04634,0.09215,1.00000,0.03125,0.07826,0.18504,0.09695,1.00000,0.50848,0.87106,0.93547
combined,0.00,combined_hard_shift,contrastive_action_flow,1,32,0.94751,0.91486,0.98794,0.93750,0.06061,0.10659,0.93750,0.06250,0.07766,0.18533,0.10041,1.00000,0.51841,0.87310,0.87645
combined,0.00,combined_hard_shift,contrastive_action_flow,2,32,0.94991,0.92216,0.98356,0.84375,0.05390,0.09591,0.96875,0.00000,0.08143,0.18451,0.09887,1.00000,0.49366,0.86057,0.92116
combined,0.00,combined_hard_shift,contrastive_action_flow,3,32,0.95987,0.93841,0.98561,0.87500,0.04196,0.08436,0.84375,0.09375,0.07471,0.18195,0.09417,1.00000,0.53277,0.88407,0.80645
combined,0.00,combined_hard_shift,contrastive_action_flow,4,32,0.94789,0.91324,0.98863,0.90625,0.06372,0.10713,0.93750,0.03125,0.07735,0.18342,0.10032,1.00000,0.52084,0.87386,0.88745
combined,0.00,combined_hard_shift,contrastive_action_flow,5,32,0.96163,0.94146,0.98518,0.87500,0.03874,0.08305,0.90625,0.00000,0.07824,0.18833,0.09515,1.00000,0.51472,0.87528,0.88364
combined,0.00,combined_hard_shift,contrastive_action_flow,6,32,0.95438,0.92758,0.98706,0.87500,0.05084,0.09229,0.90625,0.00000,0.07704,0.18357,0.09780,1.00000,0.52194,0.87686,0.88066
combined,0.00,combined_hard_shift,contrastive_action_flow,7,32,0.96244,0.93971,0.98850,0.93750,0.04276,0.09082,0.93750,0.03125,0.07853,0.18241,0.09559,1.00000,0.50652,0.87099,0.89293
combined,0.00,combined_hard_shift,contrastive_action_flow,8,32,0.95839,0.93441,0.98640,0.81250,0.04843,0.08539,0.90625,0.03125,0.07607,0.18121,0.09672,1.00000,0.51889,0.87563,0.87061
combined,0.00,combined_hard_shift,contrastive_action_flow,9,32,0.94071,0.90301,0.98609,0.87500,0.06867,0.11550,0.90625,0.00000,0.07912,0.18553,0.10216,1.00000,0.51107,0.86703,0.87376
combined,0.00,combined_hard_shift,learned_correlation_classifier,0,32,0.91628,0.85160,0.99580,1.00000,0.10840,0.16581,0.71875,0.03125,0.08717,0.20591,0.11756,1.00000,0.50183,0.85601,0.71825
combined,0.00,combined_hard_shift,learned_correlation_classifier,1,32,0.90464,0.83341,0.99442,1.00000,0.12609,0.18317,0.87500,0.06250,0.08648,0.20471,0.12194,1.00000,0.50807,0.85501,0.81122
combined,0.00,combined_hard_shift,learned_correlation_classifier,2,32,0.90607,0.83757,0.99206,0.96875,0.12377,0.17733,0.75000,0.06250,0.08931,0.20472,0.12141,1.00000,0.49056,0.84580,0.72347
combined,0.00,combined_hard_shift,learned_correlation_classifier,3,32,0.92864,0.87664,0.99257,0.93750,0.09073,0.14418,0.81250,0.18750,0.08332,0.20123,0.11112,1.00000,0.52288,0.87000,0.73469
combined,0.00,combined_hard_shift,learned_correlation_classifier,4,32,0.90528,0.83443,0.99467,1.00000,0.13414,0.18271,0.96875,0.06250,0.08610,0.20213,0.12310,1.00000,0.50969,0.85415,0.87591
combined,0.00,combined_hard_shift,learned_correlation_classifier,5,32,0.91450,0.85241,0.99130,1.00000,0.10617,0.16394,0.75000,0.03125,0.08723,0.20816,0.11705,1.00000,0.50630,0.85766,0.74041
combined,0.00,combined_hard_shift,learned_correlation_classifier,6,32,0.91798,0.85916,0.99159,0.96875,0.10806,0.15771,0.90625,0.06250,0.08544,0.20234,0.11704,1.00000,0.51194,0.86025,0.83955
combined,0.00,combined_hard_shift,learned_correlation_classifier,7,32,0.92020,0.85997,0.99371,0.96875,0.10611,0.16237,0.87500,0.06250,0.08656,0.20188,0.11635,1.00000,0.50038,0.85522,0.81738
combined,0.00,combined_hard_shift,learned_correlation_classifier,8,32,0.92925,0.87674,0.99312,0.96875,0.09706,0.13997,0.84375,0.03125,0.08452,0.20081,0.11372,1.00000,0.51091,0.86253,0.81151
combined,0.00,combined_hard_shift,learned_correlation_classifier,9,32,0.90042,0.82647,0.99349,1.00000,0.13244,0.19235,0.90625,0.09375,0.08723,0.20443,0.12318,1.00000,0.50373,0.85111,0.81939
combined,0.00,combined_hard_shift,oracle_causal_mask,0,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1.00000,0.03125,0.00001,0.00182,0.01513,1.00000,0.99400,1.00000,0.96875
combined,0.00,combined_hard_shift,oracle_causal_mask,1,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1.00000,0.03125,0.00001,0.00179,0.01510,1.00000,0.99400,1.00000,0.96875
combined,0.00,combined_hard_shift,oracle_causal_mask,2,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.03125,0.00001,0.00179,0.01502,1.00000,0.99400,1.00000,0.94687
combined,0.00,combined_hard_shift,oracle_causal_mask,3,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1.00000,0.00000,0.00001,0.00174,0.01480,1.00000,0.99400,1.00000,0.98000
combined,0.00,combined_hard_shift,oracle_causal_mask,4,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.93750,0.00000,0.00001,0.00176,0.01491,1.00000,0.99400,1.00000,0.93625
combined,0.00,combined_hard_shift,oracle_causal_mask,5,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.00000,0.00001,0.00182,0.01503,1.00000,0.99400,1.00000,0.95813
combined,0.00,combined_hard_shift,oracle_causal_mask,6,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.00000,0.00001,0.00176,0.01512,1.00000,0.99400,1.00000,0.95813
combined,0.00,combined_hard_shift,oracle_causal_mask,7,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.00000,0.00001,0.00178,0.01506,1.00000,0.99400,1.00000,0.95813
combined,0.00,combined_hard_shift,oracle_causal_mask,8,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.00000,0.00001,0.00176,0.01507,1.00000,0.99400,1.00000,0.95813
combined,0.00,combined_hard_shift,oracle_causal_mask,9,32,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.96875,0.03125,0.00001,0.00178,0.01495,1.00000,0.99400,1.00000,0.94687
combined,0.00,combined_hard_shift,world_model_flow_predictor,0,32,0.93153,0.88347,0.99251,1.00000,0.08874,0.15175,0.78125,0.00000,0.06768,0.17019,0.12820,1.00000,0.56316,0.89138,0.78313
combined,0.00,combined_hard_shift,world_model_flow_predictor,1,32,0.91772,0.86230,0.99121,0.96875,0.10797,0.16127,0.84375,0.03125,0.06829,0.17465,0.13332,1.00000,0.57585,0.89340,0.81079
combined,0.00,combined_hard_shift,world_model_flow_predictor,2,32,0.92215,0.87099,0.98792,0.90625,0.10011,0.16330,0.90625,0.09375,0.07197,0.17071,0.13120,1.00000,0.54275,0.87706,0.83160
combined,0.00,combined_hard_shift,world_model_flow_predictor,3,32,0.92964,0.88382,0.98905,0.90625,0.08824,0.13917,0.84375,0.06250,0.06546,0.17044,0.12689,1.00000,0.58586,0.90239,0.80622
combined,0.00,combined_hard_shift,world_model_flow_predictor,4,32,0.91418,0.85156,0.99530,0.96875,0.12518,0.16204,0.78125,0.00000,0.06833,0.17513,0.13681,1.00000,0.57967,0.89267,0.77552
combined,0.00,combined_hard_shift,world_model_flow_predictor,5,32,0.93053,0.88067,0.99237,0.93750,0.08706,0.15925,0.90625,0.15625,0.06789,0.17443,0.12794,1.00000,0.56900,0.89474,0.81438
combined,0.00,combined_hard_shift,world_model_flow_predictor,6,32,0.91851,0.86012,0.99494,0.96875,0.10966,0.16268,0.90625,0.09375,0.06784,0.17339,0.13351,1.00000,0.57904,0.89566,0.83215
combined,0.00,combined_hard_shift,world_model_flow_predictor,7,32,0.92572,0.87522,0.98918,0.93750,0.09521,0.15296,0.93750,0.15625,0.06899,0.17077,0.12984,1.00000,0.56098,0.88795,0.83407
combined,0.00,combined_hard_shift,world_model_flow_predictor,8,32,0.93110,0.88288,0.99103,0.93750,0.09445,0.14010,0.84375,0.09375,0.06636,0.16880,0.12916,1.00000,0.57298,0.89483,0.79349
combined,0.00,combined_hard_shift,world_model_flow_predictor,9,32,0.90557,0.84014,0.99062,0.93750,0.12365,0.19184,0.84375,0.00000,0.06982,0.17434,0.13677,1.00000,0.56545,0.88439,0.81529
combined,0.25,combined_hard_shift,action_direction_projection,0,32,0.70849,0.57862,0.95946,0.79896,0.44520,0.38357,0.71875,0.15625,0.15945,0.29815,0.23446,1.00000,0.44039,0.74052,0.57266
combined,0.25,combined_hard_shift,action_direction_projection,1,32,0.70849,0.58036,0.95500,0.82708,0.42501,0.36959,0.53125,0.03125,0.16341,0.30183,0.23012,1.00000,0.43757,0.74234,0.48989
combined,0.25,combined_hard_shift,action_direction_projection,2,32,0.68768,0.56155,0.96437,0.82969,0.48089,0.38179,0.65625,0.12500,0.17255,0.31738,0.24680,1.00000,0.42688,0.72692,0.53102
combined,0.25,combined_hard_shift,action_direction_projection,3,32,0.69481,0.56122,0.95768,0.80521,0.47324,0.39000,0.65625,0.18750,0.16386,0.30499,0.24253,1.00000,0.44467,0.73611,0.51119
combined,0.25,combined_hard_shift,action_direction_projection,4,32,0.70659,0.56937,0.96291,0.82917,0.44955,0.36179,0.53125,0.18750,0.16970,0.30821,0.23775,1.00000,0.43419,0.73723,0.43024
combined,0.25,combined_hard_shift,action_direction_projection,5,32,0.69174,0.56303,0.95187,0.77292,0.43796,0.38752,0.56250,0.09375,0.16345,0.30844,0.23411,1.00000,0.44320,0.74160,0.48386
combined,0.25,combined_hard_shift,action_direction_projection,6,32,0.69703,0.57021,0.95648,0.78646,0.42982,0.37441,0.53125,0.31250,0.16964,0.31043,0.23287,1.00000,0.42758,0.73647,0.38524
combined,0.25,combined_hard_shift,action_direction_projection,7,32,0.69020,0.56155,0.95952,0.83438,0.45861,0.37553,0.59375,0.15625,0.16756,0.30624,0.23881,1.00000,0.43802,0.73635,0.48061
combined,0.25,combined_hard_shift,action_direction_projection,8,32,0.73043,0.59924,0.96186,0.84844,0.36795,0.36620,0.71875,0.21875,0.15135,0.29102,0.21295,1.00000,0.45346,0.76493,0.56691
combined,0.25,combined_hard_shift,action_direction_projection,9,32,0.73757,0.61936,0.95701,0.84740,0.37862,0.34632,0.62500,0.09375,0.15423,0.29309,0.21616,1.00000,0.45179,0.76046,0.54680
combined,0.25,combined_hard_shift,calibrated_tree_flow_proxy,0,32,0.85783,0.78634,0.96132,0.90625,0.19582,0.25170,0.78125,0.06250,0.08881,0.18050,0.18021,1.00000,0.47771,0.81527,0.72086
combined,0.25,combined_hard_shift,calibrated_tree_flow_proxy,1,32,0.84815,0.76934,0.95827,0.92917,0.20130,0.26132,0.68750,0.12500,0.09003,0.18310,0.18204,1.00000,0.47509,0.81191,0.62955
combined,0.25,combined_hard_shift,calibrated_tree_flow_proxy,2,32,0.87722,0.81507,0.95706,0.93490,0.14300,0.24146,0.87500,0.12500,0.08884,0.18352,0.16757,1.00000,0.46379,0.81855,0.77443
combined,0.25,combined_hard_shift,calibrated_tree_flow_proxy,3,32,0.84882,0.77146,0.95870,0.94583,0.20187,0.27253,0.71875,0.06250,0.09098,0.18512,0.18203,1.00000,0.47504,0.81187,0.67328
combined,0.25,combined_hard_shift,calibrated_tree_flow_proxy,4,32,0.85767,0.78303,0.95947,0.92135,0.19541,0.25525,0.81250,0.09375,0.09079,0.18070,0.18062,1.00000,0.46854,0.81011,0.73068
combined,0.25,combined_hard_shift,calibrated_tree_flow_proxy,5,32,0.85261,0.77337,0.96260,0.91510,0.19626,0.26496,0.59375,0.12500,0.08995,0.18923,0.18112,1.00000,0.47777,0.81554,0.56546
combined,0.25,combined_hard_shift,calibrated_tree_flow_proxy,6,32,0.86592,0.80042,0.95469,0.92500,0.15897,0.24144,0.90625,0.06250,0.08925,0.17769,0.17114,1.00000,0.46593,0.81553,0.81472
combined,0.25,combined_hard_shift,calibrated_tree_flow_proxy,7,32,0.82788,0.73545,0.95915,0.95104,0.22779,0.27932,0.68750,0.09375,0.09337,0.18710,0.18851,1.00000,0.46677,0.80199,0.63210
combined,0.25,combined_hard_shift,calibrated_tree_flow_proxy,8,32,0.82394,0.72673,0.96217,0.90885,0.23322,0.30616,0.78125,0.15625,0.09074,0.18798,0.19059,1.00000,0.47691,0.80685,0.67292
combined,0.25,combined_hard_shift,calibrated_tree_flow_proxy,9,32,0.86520,0.79327,0.96433,0.94844,0.17456,0.24735,0.75000,0.03125,0.08686,0.17998,0.17464,1.00000,0.48241,0.82317,0.71518
combined,0.25,combined_hard_shift,causal_scene_flow_model_v5,0,32,0.84958,0.77096,0.96670,0.92552,0.21655,0.30964,0.78125,0.12500,0.07597,0.17054,0.17424,1.00000,0.59748,0.87439,0.69817
combined,0.25,combined_hard_shift,causal_scene_flow_model_v5,1,32,0.83588,0.74322,0.96890,0.95365,0.22854,0.32194,0.65625,0.00000,0.07876,0.17571,0.17781,1.00000,0.59220,0.86958,0.65072
combined,0.25,combined_hard_shift,causal_scene_flow_model_v5,2,32,0.86607,0.79574,0.96313,0.96615,0.17212,0.34785,0.81250,0.06250,0.07113,0.16375,0.16271,1.00000,0.57618,0.87216,0.74795
combined,0.25,combined_hard_shift,causal_scene_flow_model_v5,3,32,0.83010,0.74458,0.95976,0.92083,0.23909,0.34002,0.71875,0.03125,0.07965,0.17620,0.18021,1.00000,0.58764,0.86251,0.67910
combined,0.25,combined_hard_shift,causal_scene_flow_model_v5,4,32,0.84196,0.75743,0.96377,0.92396,0.22767,0.34258,0.78125,0.03125,0.07848,0.17080,0.17744,1.00000,0.57846,0.86129,0.72582
combined,0.25,combined_hard_shift,causal_scene_flow_model_v5,5,32,0.84121,0.75458,0.96786,0.93333,0.22050,0.33018,0.68750,0.03125,0.07777,0.17978,0.17610,1.00000,0.59255,0.87126,0.66287
combined,0.25,combined_hard_shift,causal_scene_flow_model_v5,6,32,0.85350,0.78170,0.95817,0.95156,0.18661,0.34624,0.71875,0.06250,0.07269,0.15989,0.16611,1.00000,0.58099,0.87018,0.67844
combined,0.25,combined_hard_shift,causal_scene_flow_model_v5,7,32,0.81774,0.71432,0.96846,0.94740,0.25132,0.34713,0.65625,0.09375,0.08173,0.17957,0.18307,1.00000,0.58147,0.85888,0.60854
combined,0.25,combined_hard_shift,causal_scene_flow_model_v5,8,32,0.81350,0.70874,0.97200,0.94115,0.25925,0.33701,0.78125,0.00000,0.08325,0.18693,0.18673,1.00000,0.59612,0.86567,0.72958
combined,0.25,combined_hard_shift,causal_scene_flow_model_v5,9,32,0.85136,0.76817,0.97195,0.97031,0.20668,0.29880,0.78125,0.09375,0.07447,0.17133,0.17174,1.00000,0.60305,0.88082,0.71231
combined,0.25,combined_hard_shift,contrastive_action_flow,0,32,0.86972,0.83446,0.92549,0.78021,0.14430,0.18584,0.87500,0.12500,0.09010,0.17521,0.13449,1.00000,0.45616,0.80608,0.77492
combined,0.25,combined_hard_shift,contrastive_action_flow,1,32,0.86862,0.83336,0.92312,0.81615,0.14128,0.18156,0.75000,0.06250,0.09161,0.17841,0.13429,1.00000,0.45308,0.80453,0.71017
