split,method,seed,rows,mask_f1,precision,recall,occluded_recall,passive_false_attribution,effect_error,target_success,unsafe_contact,brier,calibration_error,risk_upper,coverage,counterfactual_gap,intervention_consistency,causal_utility
combined_hard_shift,full_causal_scene_flow_model_v5,7,80,0.77278,0.68559,0.91126,0.88265,0.25952,0.54392,0.63750,0.06250,0.10730,0.18973,0.21090,1.00000,0.49466,0.79705,0.57926
combined_hard_shift,full_causal_scene_flow_model_v5,8,80,0.75005,0.65226,0.91443,0.90117,0.28555,0.54846,0.57500,0.07500,0.11219,0.19662,0.21813,1.00000,0.48866,0.78903,0.52302
combined_hard_shift,full_causal_scene_flow_model_v5,9,80,0.75410,0.65498,0.91636,0.89633,0.27906,0.55768,0.61250,0.12500,0.11075,0.19597,0.21606,1.00000,0.49976,0.79674,0.53307
combined_hard_shift,mask_only_no_effect_predictor,0,80,0.75509,0.65750,0.90810,0.88444,0.29014,1.04035,0.43750,0.12500,0.10743,0.18876,0.19818,1.00000,0.49177,0.78800,0.37939
combined_hard_shift,mask_only_no_effect_predictor,1,80,0.74523,0.64601,0.91137,0.88233,0.29202,0.99991,0.40000,0.12500,0.11453,0.19560,0.19985,1.00000,0.48684,0.78587,0.35350
combined_hard_shift,mask_only_no_effect_predictor,2,80,0.74399,0.64354,0.90586,0.87871,0.29875,1.01128,0.45000,0.17500,0.11070,0.19313,0.20156,1.00000,0.48645,0.78275,0.36844
combined_hard_shift,mask_only_no_effect_predictor,3,80,0.76736,0.66932,0.92452,0.90152,0.28813,1.01739,0.48750,0.11250,0.10922,0.19358,0.19826,1.00000,0.49657,0.79520,0.42333
combined_hard_shift,mask_only_no_effect_predictor,4,80,0.76920,0.67668,0.91742,0.89556,0.26701,1.02867,0.38750,0.07500,0.10840,0.18905,0.19191,1.00000,0.49313,0.79622,0.36911
combined_hard_shift,mask_only_no_effect_predictor,5,80,0.75041,0.66186,0.89640,0.85361,0.28443,1.00484,0.51250,0.17500,0.11363,0.19167,0.19810,1.00000,0.47236,0.77612,0.41453
combined_hard_shift,mask_only_no_effect_predictor,6,80,0.75668,0.65965,0.91049,0.88236,0.28441,1.03337,0.45000,0.21250,0.11089,0.19087,0.19701,1.00000,0.47914,0.78331,0.35743
combined_hard_shift,mask_only_no_effect_predictor,7,80,0.77278,0.68559,0.91126,0.88265,0.25952,1.00392,0.48750,0.12500,0.10730,0.18973,0.19021,1.00000,0.49466,0.79705,0.42416
combined_hard_shift,mask_only_no_effect_predictor,8,80,0.75005,0.65226,0.91443,0.90117,0.28555,1.00846,0.50000,0.16250,0.11219,0.19662,0.19809,1.00000,0.48866,0.78903,0.41142
combined_hard_shift,mask_only_no_effect_predictor,9,80,0.75410,0.65498,0.91636,0.89633,0.27906,1.01768,0.38750,0.12500,0.11075,0.19597,0.19583,1.00000,0.49976,0.79674,0.34797
combined_hard_shift,minus_action_conditioning,0,80,0.74267,0.63221,0.91413,0.89867,0.32214,0.64623,0.53750,0.06250,0.14312,0.22902,0.21391,1.00000,0.32492,0.69576,0.47864
combined_hard_shift,minus_action_conditioning,1,80,0.74898,0.64269,0.91944,0.89564,0.31634,0.60773,0.53750,0.13750,0.14638,0.23039,0.21259,1.00000,0.32282,0.69732,0.45584
combined_hard_shift,minus_action_conditioning,2,80,0.74893,0.63953,0.92012,0.90127,0.31929,0.60796,0.63750,0.07500,0.14388,0.23069,0.21351,1.00000,0.32266,0.69677,0.54790
combined_hard_shift,minus_action_conditioning,3,80,0.76005,0.65205,0.92796,0.91283,0.31576,0.62062,0.55000,0.15000,0.14572,0.23317,0.21296,1.00000,0.32478,0.70069,0.46156
combined_hard_shift,minus_action_conditioning,4,80,0.75745,0.64977,0.92813,0.92056,0.31691,0.64936,0.53750,0.16250,0.14317,0.22620,0.21175,1.00000,0.32736,0.70182,0.44617
combined_hard_shift,minus_action_conditioning,5,80,0.73865,0.62912,0.91107,0.88642,0.32262,0.63708,0.50000,0.11250,0.14650,0.22901,0.21459,1.00000,0.31183,0.68805,0.43331
combined_hard_shift,minus_action_conditioning,6,80,0.75373,0.64747,0.92055,0.90606,0.31291,0.64685,0.56250,0.16250,0.14616,0.22849,0.21139,1.00000,0.31606,0.69485,0.46287
combined_hard_shift,minus_action_conditioning,7,80,0.76552,0.66612,0.91938,0.90855,0.29541,0.60573,0.62500,0.15000,0.14265,0.22761,0.20662,1.00000,0.32676,0.70396,0.51866
combined_hard_shift,minus_action_conditioning,8,80,0.74864,0.64226,0.91886,0.91019,0.31732,0.60780,0.61250,0.15000,0.14323,0.23165,0.21283,1.00000,0.32791,0.69960,0.50394
combined_hard_shift,minus_action_conditioning,9,80,0.75389,0.64479,0.92720,0.92503,0.30708,0.61319,0.53750,0.08750,0.14436,0.23396,0.20993,1.00000,0.33102,0.70564,0.47641
combined_hard_shift,minus_articulation_graph,0,80,0.71796,0.71867,0.76578,0.63103,0.20645,0.49655,0.55000,0.10000,0.11140,0.14918,0.17757,1.00000,0.38087,0.71173,0.49471
combined_hard_shift,minus_articulation_graph,1,80,0.69359,0.69295,0.76491,0.62203,0.21830,0.47365,0.68750,0.13750,0.11851,0.15532,0.18192,1.00000,0.37917,0.70802,0.57307
combined_hard_shift,minus_articulation_graph,2,80,0.70548,0.69002,0.76875,0.63211,0.22122,0.48695,0.53750,0.10000,0.11434,0.15409,0.18241,1.00000,0.37719,0.70734,0.48224
combined_hard_shift,minus_articulation_graph,3,80,0.73251,0.72336,0.78645,0.67542,0.20604,0.48576,0.60000,0.16250,0.11303,0.15522,0.17803,1.00000,0.38857,0.72120,0.51138
combined_hard_shift,minus_articulation_graph,4,80,0.70902,0.72159,0.76089,0.63715,0.19805,0.51219,0.56250,0.15000,0.11343,0.14951,0.17573,1.00000,0.38451,0.71421,0.48440
combined_hard_shift,minus_articulation_graph,5,80,0.70235,0.72119,0.74781,0.60183,0.20542,0.47107,0.52500,0.17500,0.11813,0.15013,0.17879,1.00000,0.36032,0.69661,0.44755
combined_hard_shift,minus_articulation_graph,6,80,0.70827,0.71516,0.75244,0.60841,0.19942,0.49469,0.53750,0.11250,0.11508,0.14920,0.17641,1.00000,0.36806,0.70315,0.47984
combined_hard_shift,minus_articulation_graph,7,80,0.74010,0.74451,0.78164,0.64241,0.18464,0.45787,0.53750,0.12500,0.11186,0.15009,0.17152,1.00000,0.38601,0.72333,0.48684
combined_hard_shift,minus_articulation_graph,8,80,0.70828,0.70467,0.77349,0.66902,0.20978,0.48426,0.62500,0.16250,0.11556,0.15779,0.17951,1.00000,0.38071,0.71293,0.52365
combined_hard_shift,minus_articulation_graph,9,80,0.72289,0.69887,0.79353,0.67295,0.21060,0.49520,0.60000,0.15000,0.11372,0.15824,0.17863,1.00000,0.39537,0.72558,0.51375
combined_hard_shift,minus_counterfactual_negatives,0,80,0.75583,0.63961,0.94006,0.94268,0.31847,0.58624,0.55000,0.15000,0.11637,0.21414,0.20792,1.00000,0.46781,0.77761,0.47186
combined_hard_shift,minus_counterfactual_negatives,1,80,0.74550,0.63111,0.93677,0.93509,0.31636,0.54959,0.51250,0.15000,0.12299,0.22005,0.20864,1.00000,0.46297,0.77470,0.44606
combined_hard_shift,minus_counterfactual_negatives,2,80,0.74718,0.63009,0.93626,0.93447,0.32416,0.55932,0.70000,0.13750,0.11966,0.21828,0.21058,1.00000,0.46229,0.77250,0.58029
combined_hard_shift,minus_counterfactual_negatives,3,80,0.76698,0.65165,0.95271,0.94587,0.31526,0.56675,0.65000,0.07500,0.11839,0.21824,0.20777,1.00000,0.47061,0.78306,0.57285
combined_hard_shift,minus_counterfactual_negatives,4,80,0.76606,0.65422,0.94436,0.94921,0.29605,0.58368,0.53750,0.15000,0.11784,0.21482,0.20210,1.00000,0.46818,0.78385,0.46833
combined_hard_shift,minus_counterfactual_negatives,5,80,0.74803,0.63957,0.92246,0.90190,0.31332,0.56275,0.60000,0.11250,0.12182,0.21609,0.20802,1.00000,0.45063,0.76524,0.51965
combined_hard_shift,minus_counterfactual_negatives,6,80,0.75246,0.63987,0.93223,0.92366,0.31384,0.58683,0.57500,0.07500,0.11967,0.21567,0.20731,1.00000,0.45661,0.77077,0.51552
combined_hard_shift,minus_counterfactual_negatives,7,80,0.77479,0.66978,0.94254,0.93558,0.28553,0.55474,0.58750,0.12500,0.11665,0.21507,0.19941,1.00000,0.46989,0.78659,0.51706
combined_hard_shift,minus_counterfactual_negatives,8,80,0.74773,0.63354,0.93800,0.93786,0.31156,0.55409,0.60000,0.15000,0.12130,0.22177,0.20750,1.00000,0.46448,0.77687,0.50823
combined_hard_shift,minus_counterfactual_negatives,9,80,0.75661,0.64306,0.94216,0.94017,0.29833,0.56483,0.55000,0.07500,0.11973,0.22081,0.20337,1.00000,0.47384,0.78573,0.50365
combined_hard_shift,minus_occlusion_reasoning,0,80,0.74551,0.67138,0.86542,0.78115,0.26660,0.57753,0.55000,0.13750,0.10751,0.17556,0.19216,1.00000,0.45387,0.76237,0.47962
combined_hard_shift,minus_occlusion_reasoning,1,80,0.73902,0.66491,0.87351,0.78454,0.27175,0.53556,0.63750,0.12500,0.11443,0.18236,0.19451,1.00000,0.45081,0.76175,0.54616
combined_hard_shift,minus_occlusion_reasoning,2,80,0.73642,0.65707,0.86507,0.77638,0.27612,0.54632,0.60000,0.16250,0.11057,0.18043,0.19575,1.00000,0.44931,0.75781,0.50435
combined_hard_shift,minus_occlusion_reasoning,3,80,0.75967,0.68093,0.88804,0.82094,0.26896,0.55180,0.45000,0.08750,0.10963,0.18146,0.19331,1.00000,0.45885,0.77032,0.43210
combined_hard_shift,minus_occlusion_reasoning,4,80,0.75752,0.68947,0.87749,0.79564,0.25301,0.56842,0.56250,0.08750,0.10918,0.17610,0.18838,1.00000,0.45535,0.76927,0.51130
combined_hard_shift,minus_occlusion_reasoning,5,80,0.74216,0.68128,0.85486,0.74847,0.25932,0.54618,0.57500,0.16250,0.11343,0.17741,0.19151,1.00000,0.43440,0.75110,0.48899
combined_hard_shift,minus_occlusion_reasoning,6,80,0.74857,0.67693,0.86841,0.78169,0.26130,0.57018,0.58750,0.16250,0.11075,0.17668,0.19096,1.00000,0.44163,0.75794,0.49791
combined_hard_shift,minus_occlusion_reasoning,7,80,0.76428,0.69962,0.87420,0.79316,0.23978,0.54288,0.63750,0.10000,0.10739,0.17706,0.18505,1.00000,0.45862,0.77302,0.56395
combined_hard_shift,minus_occlusion_reasoning,8,80,0.74449,0.67112,0.87761,0.81487,0.26406,0.54009,0.50000,0.11250,0.11205,0.18362,0.19240,1.00000,0.45191,0.76508,0.45634
combined_hard_shift,minus_occlusion_reasoning,9,80,0.75149,0.67052,0.88720,0.82939,0.26029,0.55249,0.62500,0.10000,0.11051,0.18403,0.19070,1.00000,0.46475,0.77508,0.55036
combined_hard_shift,minus_passive_flow_factor,0,80,0.70788,0.56005,0.99323,0.98981,0.50715,0.55252,0.48750,0.31250,0.14765,0.26908,0.26396,1.00000,0.39783,0.71354,0.33363
combined_hard_shift,minus_passive_flow_factor,1,80,0.71502,0.56861,0.98933,0.98754,0.48937,0.53282,0.43750,0.16250,0.14803,0.26649,0.25914,1.00000,0.39451,0.71471,0.35722
combined_hard_shift,minus_passive_flow_factor,2,80,0.71471,0.56859,0.99233,0.98762,0.48920,0.53174,0.50000,0.12500,0.14756,0.26726,0.25943,1.00000,0.39324,0.71486,0.41453
combined_hard_shift,minus_passive_flow_factor,3,80,0.73475,0.59064,0.99084,0.97893,0.44358,0.55944,0.55000,0.18750,0.14300,0.26054,0.24664,1.00000,0.39720,0.72657,0.43545
combined_hard_shift,minus_passive_flow_factor,4,80,0.71629,0.57061,0.99053,0.98294,0.48997,0.55387,0.48750,0.13750,0.14649,0.26444,0.25894,1.00000,0.39489,0.71509,0.40014
combined_hard_shift,minus_passive_flow_factor,5,80,0.69996,0.55144,0.98858,0.97636,0.52659,0.54160,0.47500,0.13750,0.15294,0.27226,0.27015,1.00000,0.38856,0.70323,0.38370
combined_hard_shift,minus_passive_flow_factor,6,80,0.70021,0.55126,0.99288,0.98355,0.53435,0.55483,0.51250,0.22500,0.15090,0.26898,0.27124,1.00000,0.39070,0.70375,0.37682
combined_hard_shift,minus_passive_flow_factor,7,80,0.72455,0.57931,0.99245,0.98681,0.48005,0.52832,0.46250,0.10000,0.14459,0.26175,0.25593,1.00000,0.39778,0.71927,0.40069
combined_hard_shift,minus_passive_flow_factor,8,80,0.70673,0.55849,0.99154,0.98304,0.49948,0.52842,0.50000,0.13750,0.14803,0.26990,0.26220,1.00000,0.39334,0.71245,0.40743
combined_hard_shift,minus_passive_flow_factor,9,80,0.72555,0.58045,0.98962,0.98207,0.44350,0.54554,0.56250,0.22500,0.14344,0.26275,0.24620,1.00000,0.39716,0.72625,0.43004
combined_hard_shift,minus_uncertainty_calibration,0,80,0.74269,0.62843,0.92732,0.92086,0.32315,0.58925,0.56250,0.18750,0.11767,0.21145,0.15833,1.00000,0.48233,0.78082,0.46465
combined_hard_shift,minus_uncertainty_calibration,1,80,0.72896,0.61432,0.92649,0.91469,0.32192,0.54971,0.53750,0.21250,0.12522,0.21835,0.15908,1.00000,0.47655,0.77787,0.43812
combined_hard_shift,minus_uncertainty_calibration,2,80,0.73183,0.61426,0.92721,0.91679,0.32626,0.56288,0.67500,0.15000,0.12123,0.21614,0.15977,1.00000,0.47668,0.77717,0.55593
combined_hard_shift,minus_uncertainty_calibration,3,80,0.75366,0.63815,0.94299,0.93676,0.31676,0.56960,0.56250,0.17500,0.11978,0.21652,0.15748,1.00000,0.48602,0.78822,0.47374
combined_hard_shift,minus_uncertainty_calibration,4,80,0.75170,0.64032,0.93423,0.93251,0.30006,0.58649,0.61250,0.13750,0.11894,0.21190,0.15358,1.00000,0.48307,0.78809,0.52290
combined_hard_shift,minus_uncertainty_calibration,5,80,0.73274,0.62509,0.91059,0.88128,0.31567,0.55866,0.65000,0.21250,0.12403,0.21470,0.15808,1.00000,0.46306,0.76810,0.51651
combined_hard_shift,minus_uncertainty_calibration,6,80,0.74025,0.62741,0.92552,0.91296,0.31761,0.58901,0.60000,0.20000,0.12126,0.21376,0.15759,1.00000,0.46984,0.77508,0.48600
combined_hard_shift,minus_uncertainty_calibration,7,80,0.76294,0.65673,0.93663,0.92227,0.29023,0.55760,0.73750,0.11250,0.11769,0.21264,0.15157,1.00000,0.48490,0.79182,0.62456
combined_hard_shift,minus_uncertainty_calibration,8,80,0.73236,0.61791,0.93190,0.92940,0.31813,0.55916,0.61250,0.15000,0.12281,0.21940,0.15818,1.00000,0.47926,0.78152,0.51398
combined_hard_shift,minus_uncertainty_calibration,9,80,0.74273,0.62909,0.93413,0.92199,0.29972,0.56525,0.60000,0.21250,0.12123,0.21843,0.15403,1.00000,0.48962,0.79153,0.48744
combined_hard_shift,old_v4_causal_score,0,80,0.76323,0.68573,0.88595,0.83699,0.25838,0.57204,0.55000,0.15000,0.10579,0.17987,0.18958,1.00000,0.45296,0.76904,0.48007
combined_hard_shift,old_v4_causal_score,1,80,0.75738,0.67646,0.89575,0.85142,0.26598,0.53804,0.61250,0.10000,0.11231,0.18590,0.19240,1.00000,0.44944,0.76809,0.54190
combined_hard_shift,old_v4_causal_score,2,80,0.75802,0.67350,0.88968,0.84989,0.26786,0.54347,0.67500,0.10000,0.10875,0.18433,0.19298,1.00000,0.44836,0.76554,0.58490
combined_hard_shift,old_v4_causal_score,3,80,0.78095,0.69842,0.91199,0.88775,0.25846,0.54844,0.70000,0.17500,0.10771,0.18522,0.18995,1.00000,0.45804,0.77844,0.58144
combined_hard_shift,old_v4_causal_score,4,80,0.78189,0.70786,0.90322,0.86419,0.24207,0.56557,0.65000,0.18750,0.10735,0.18035,0.18490,1.00000,0.45476,0.77806,0.54299
combined_hard_shift,old_v4_causal_score,5,80,0.76456,0.69757,0.88211,0.82564,0.25097,0.54450,0.66250,0.10000,0.11139,0.18145,0.18861,1.00000,0.43438,0.76001,0.57849
combined_hard_shift,old_v4_causal_score,6,80,0.76687,0.69011,0.89113,0.84825,0.25332,0.56888,0.58750,0.12500,0.10893,0.18082,0.18835,1.00000,0.44130,0.76544,0.51627
combined_hard_shift,old_v4_causal_score,7,80,0.78456,0.71825,0.89419,0.84979,0.22899,0.53268,0.60000,0.07500,0.10591,0.18094,0.18180,1.00000,0.45675,0.77962,0.55264
combined_hard_shift,old_v4_causal_score,8,80,0.76467,0.68776,0.89737,0.87021,0.25421,0.53868,0.63750,0.12500,0.11012,0.18769,0.18939,1.00000,0.45139,0.77211,0.55342
combined_hard_shift,old_v4_causal_score,9,80,0.77053,0.68725,0.90575,0.88046,0.25061,0.54638,0.60000,0.16250,0.10875,0.18758,0.18773,1.00000,0.46250,0.78086,0.51563
distractor_contact_shift,correlation_only_causal_head,0,80,0.77319,0.66805,0.94849,0.87375,0.30912,0.42294,0.72500,0.16250,0.12626,0.22815,0.20279,1.00000,0.40196,0.74762,0.59995
distractor_contact_shift,correlation_only_causal_head,1,80,0.77035,0.65966,0.95042,0.89292,0.30431,0.42956,0.58750,0.16250,0.12699,0.22817,0.20171,1.00000,0.40015,0.74824,0.50350
distractor_contact_shift,correlation_only_causal_head,2,80,0.75838,0.64318,0.94875,0.92146,0.33609,0.43980,0.66250,0.16250,0.13050,0.23336,0.21087,1.00000,0.39739,0.73938,0.54860
distractor_contact_shift,correlation_only_causal_head,3,80,0.76529,0.65468,0.94833,0.90833,0.31895,0.44264,0.61250,0.20000,0.12537,0.22627,0.20504,1.00000,0.40686,0.74796,0.50412
distractor_contact_shift,correlation_only_causal_head,4,80,0.77230,0.65857,0.95381,0.91542,0.32298,0.43118,0.63750,0.12500,0.12666,0.22527,0.20596,1.00000,0.40723,0.74869,0.55003
distractor_contact_shift,correlation_only_causal_head,5,80,0.77543,0.67119,0.94773,0.91437,0.30251,0.42190,0.65000,0.18750,0.12549,0.22592,0.20109,1.00000,0.40580,0.75087,0.54006
distractor_contact_shift,correlation_only_causal_head,6,80,0.76794,0.65736,0.95093,0.89687,0.32062,0.43272,0.56250,0.11250,0.12837,0.22440,0.20513,1.00000,0.40191,0.74570,0.50117
distractor_contact_shift,correlation_only_causal_head,7,80,0.77571,0.66461,0.95651,0.92000,0.30517,0.42878,0.68750,0.15000,0.12646,0.22672,0.20148,1.00000,0.40297,0.75110,0.57915
distractor_contact_shift,correlation_only_causal_head,8,80,0.77521,0.66630,0.95218,0.90000,0.31628,0.41916,0.61250,0.16250,0.12434,0.22232,0.20376,1.00000,0.40957,0.75096,0.52130
distractor_contact_shift,correlation_only_causal_head,9,80,0.75412,0.63484,0.95068,0.91625,0.34184,0.42376,0.65000,0.21250,0.13143,0.23159,0.21205,1.00000,0.39918,0.73955,0.52146
distractor_contact_shift,full_causal_scene_flow_model_v5,0,80,0.78053,0.67719,0.95092,0.89917,0.28832,0.47537,0.67500,0.05000,0.10741,0.20154,0.20979,1.00000,0.52741,0.81806,0.61443
distractor_contact_shift,full_causal_scene_flow_model_v5,1,80,0.76893,0.65584,0.95650,0.92833,0.30669,0.48707,0.53750,0.13750,0.11247,0.20682,0.21515,1.00000,0.52706,0.81529,0.48159
distractor_contact_shift,full_causal_scene_flow_model_v5,2,80,0.77418,0.66690,0.94481,0.91750,0.29360,0.48455,0.68750,0.06250,0.10877,0.20046,0.21131,1.00000,0.51476,0.80873,0.61536
distractor_contact_shift,full_causal_scene_flow_model_v5,3,80,0.76701,0.65442,0.94864,0.93292,0.30799,0.48470,0.66250,0.13750,0.10859,0.20366,0.21474,1.00000,0.53179,0.81542,0.56878
distractor_contact_shift,full_causal_scene_flow_model_v5,4,80,0.77765,0.66647,0.95302,0.92812,0.30367,0.47639,0.52500,0.12500,0.10515,0.19524,0.21246,1.00000,0.53130,0.81725,0.47997
distractor_contact_shift,full_causal_scene_flow_model_v5,5,80,0.78064,0.67326,0.95501,0.92979,0.29110,0.46441,0.71250,0.17500,0.10769,0.20040,0.21055,1.00000,0.53294,0.82139,0.59642
distractor_contact_shift,full_causal_scene_flow_model_v5,6,80,0.77383,0.65979,0.96233,0.93458,0.30834,0.47182,0.67500,0.08750,0.11596,0.20712,0.21520,1.00000,0.52984,0.81789,0.59765
distractor_contact_shift,full_causal_scene_flow_model_v5,7,80,0.77619,0.66348,0.95795,0.93625,0.29681,0.47354,0.78750,0.11250,0.10830,0.20316,0.21196,1.00000,0.53327,0.82107,0.66944
distractor_contact_shift,full_causal_scene_flow_model_v5,8,80,0.78004,0.66861,0.96067,0.92625,0.30272,0.46044,0.66250,0.21250,0.11099,0.20433,0.21355,1.00000,0.53813,0.82300,0.54686
distractor_contact_shift,full_causal_scene_flow_model_v5,9,80,0.76278,0.64562,0.95089,0.92333,0.31512,0.45005,0.56250,0.06250,0.11003,0.20032,0.21615,1.00000,0.52107,0.80886,0.52554
distractor_contact_shift,mask_only_no_effect_predictor,0,80,0.78053,0.67719,0.95092,0.89917,0.28832,0.93537,0.48750,0.16250,0.10741,0.20154,0.19274,1.00000,0.52741,0.81806,0.41508
distractor_contact_shift,mask_only_no_effect_predictor,1,80,0.76893,0.65584,0.95650,0.92833,0.30669,0.94707,0.53750,0.05000,0.11247,0.20682,0.19854,1.00000,0.52706,0.81529,0.48549
distractor_contact_shift,mask_only_no_effect_predictor,2,80,0.77418,0.66690,0.94481,0.91750,0.29360,0.94455,0.37500,0.12500,0.10877,0.20046,0.19446,1.00000,0.51476,0.80873,0.34651
distractor_contact_shift,mask_only_no_effect_predictor,3,80,0.76701,0.65442,0.94864,0.93292,0.30799,0.94470,0.48750,0.20000,0.10859,0.20366,0.19823,1.00000,0.53179,0.81542,0.39618
distractor_contact_shift,mask_only_no_effect_predictor,4,80,0.77765,0.66647,0.95302,0.92812,0.30367,0.93639,0.46250,0.12500,0.10515,0.19524,0.19580,1.00000,0.53130,0.81725,0.40862
distractor_contact_shift,mask_only_no_effect_predictor,5,80,0.78064,0.67326,0.95501,0.92979,0.29110,0.92441,0.50000,0.15000,0.10769,0.20040,0.19354,1.00000,0.53294,0.82139,0.42907
distractor_contact_shift,mask_only_no_effect_predictor,6,80,0.77383,0.65979,0.96233,0.93458,0.30834,0.93182,0.38750,0.12500,0.11596,0.20712,0.19858,1.00000,0.52984,0.81789,0.35530
distractor_contact_shift,mask_only_no_effect_predictor,7,80,0.77619,0.66348,0.95795,0.93625,0.29681,0.93354,0.52500,0.12500,0.10830,0.20316,0.19508,1.00000,0.53327,0.82107,0.45359
distractor_contact_shift,mask_only_no_effect_predictor,8,80,0.78004,0.66861,0.96067,0.92625,0.30272,0.92044,0.41250,0.16250,0.11099,0.20433,0.19680,1.00000,0.53813,0.82300,0.36226
distractor_contact_shift,mask_only_no_effect_predictor,9,80,0.76278,0.64562,0.95089,0.92333,0.31512,0.91005,0.52500,0.12500,0.11003,0.20032,0.19980,1.00000,0.52107,0.80886,0.44919
distractor_contact_shift,minus_action_conditioning,0,80,0.73354,0.60671,0.94175,0.86937,0.35594,0.55286,0.51250,0.13750,0.14081,0.22718,0.21659,1.00000,0.34335,0.70509,0.43534
distractor_contact_shift,minus_action_conditioning,1,80,0.73156,0.60005,0.95112,0.89083,0.36608,0.56040,0.61250,0.06250,0.14260,0.23082,0.21962,1.00000,0.34554,0.70643,0.53052
distractor_contact_shift,minus_action_conditioning,2,80,0.73113,0.60216,0.94198,0.90479,0.36470,0.58202,0.60000,0.20000,0.14278,0.22515,0.21897,1.00000,0.33428,0.69851,0.47012
distractor_contact_shift,minus_action_conditioning,3,80,0.73249,0.60462,0.94036,0.89437,0.36334,0.55660,0.53750,0.13750,0.14150,0.22769,0.21864,1.00000,0.34778,0.70540,0.45160
distractor_contact_shift,minus_action_conditioning,4,80,0.75135,0.62784,0.94689,0.90500,0.34499,0.53210,0.67500,0.13750,0.13804,0.21841,0.21239,1.00000,0.34917,0.71186,0.55532
distractor_contact_shift,minus_action_conditioning,5,80,0.73811,0.61090,0.94526,0.90375,0.35711,0.54094,0.47500,0.21250,0.14125,0.22619,0.21702,1.00000,0.34742,0.70786,0.38373
distractor_contact_shift,minus_action_conditioning,6,80,0.74358,0.61226,0.95905,0.92583,0.36581,0.54545,0.50000,0.10000,0.14383,0.22701,0.21845,1.00000,0.34911,0.71041,0.44160
